,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,label,exp_group,pred1,pred2,pred3,pred4,pred5,pred6,pred7,t_1_roi,t_2_roi,t_3_roi,t_4_roi,t_5_roi,t_6_roi,t_7_roi,best_treatment_roi,best_treatment,delta_coin,coin,cum_expense,delta_cum_expense,base_expense,cum_base_expense,extra_expense,cut_off_point,final_coin,treatment,if_same,tmp_label
1184,14,30,15,22,24,29,13,11,74,0,1,1,1.0,1,100.76,2,-243.1148012099993,412.52042550666647,170.99054223333587,570.479807416672,1183.9230806166688,126.3405019899983,115.96092683000006,-810.3826706999978,825.0408510133329,244.27220319047984,570.479807416672,910.7100620128222,78.96281374374894,61.032066752631614,910.7100620128222,t_5_roi,1.3,1.4000000000000001,708.2999999999955,631.8999999999983,0.1,76.39999999999993,99.99999999999997,False,0.1,0.6,False,0.0
592,7,13,6,13,9,28,21,9,0,0,1,1,1.0,0,0.0,3,59.76214199666629,448.75293789999984,314.07216425666775,633.8232806566657,1183.2797683666686,401.58371734333383,234.45222685333562,199.20713998888763,897.5058757999997,448.6745203666682,633.8232806566657,910.2152064358988,250.98982333958364,123.39590887017664,910.2152064358988,t_5_roi,1.3,1.4000000000000001,709.6999999999955,633.1999999999982,0.1,76.49999999999993,99.99999999999997,False,0.1,0.8,False,0.0
1376,7,16,226,138,163,26,6,5,0,0,7,12,1.714285714,0,33391.814,0,-290.2666212833328,162.7313825633364,50.791082460000325,238.2672475533354,1183.2090510499984,-60.37018247333617,566.7263373466667,-967.5554042777761,325.4627651266728,72.5586892285719,238.2672475533354,910.1608084999987,-37.73136404583511,298.2770196561404,910.1608084999987,t_5_roi,1.3,1.4000000000000001,711.0999999999955,634.4999999999982,0.1,76.59999999999992,99.99999999999997,False,0.1,0.1,True,0.1
445,10,25,1,1,1,14,1,4,0,0,2,3,1.5,0,0.0,3,-24.9372874833316,87.41736697000124,146.08101512000212,558.360913399998,1183.0654655599992,186.7936106799998,-94.33455181333193,-83.12429161110533,174.83473394000248,208.6871644571459,558.360913399998,910.0503581230763,116.74600667499988,-49.64976411227996,910.0503581230763,t_5_roi,1.3,1.4000000000000001,712.4999999999955,635.7999999999981,0.1,76.69999999999992,99.99999999999997,False,0.1,0.8,False,0.0
1281,8,17,7,4,8,33,30,10,0,0,0,0,0.0,0,1397.844,6,49.53444255666546,432.75443579333484,296.0177852233337,752.4589652833338,1179.3519376733357,406.42521247666673,201.54976196000283,165.1148085222182,865.5088715866697,422.88255031904816,752.4589652833338,907.1937982102581,254.0157577979167,106.07882208421202,907.1937982102581,t_5_roi,1.3,1.4000000000000001,713.8999999999954,637.0999999999981,0.1,76.79999999999991,99.99999999999997,False,0.1,1.7,False,0.0
1273,13,28,14,16,27,11,4,9,0,0,0,0,0.0,0,4423.808,0,-169.07529833666652,453.4968847666642,257.6286574933347,532.9214923600011,1165.5188105000016,288.7634358766664,203.76620235666812,-563.5843277888885,906.9937695333284,368.04093927619243,532.9214923600011,896.5529311538473,180.4771474229165,107.24536966140428,906.9937695333284,t_2_roi,0.5,0.6,714.4999999999955,637.5999999999981,0.1,76.8999999999999,99.99999999999997,False,0.1,0.1,True,0.1
252,7,16,1,4,8,0,0,8,0,0,3,6,2.0,0,15.947000000000001,5,2.915359413332681,-59.0013386733317,-71.4140755766648,374.3441581499969,1177.7865317166647,194.24643843999908,39.289725436668505,9.717864711108938,-118.0026773466634,-102.020107966664,374.3441581499969,905.9896397820497,121.40402402499942,20.678802861404478,905.9896397820497,t_5_roi,1.3,1.4000000000000001,715.8999999999954,638.899999999998,0.1,76.9999999999999,99.99999999999997,False,0.1,1.4,False,0.0
662,5,10,35,22,30,3,1,11,0,0,2,3,1.5,2,24756.577,5,-299.3906600300006,-61.24072900000101,-121.10334845333271,491.3888633100032,1176.2516323633365,-15.897318306669149,60.196503756666964,-997.9688667666687,-122.48145800000202,-173.00478350476104,491.3888633100032,904.8089479717972,-9.935823941668218,31.682370398245773,904.8089479717972,t_5_roi,1.3,1.4000000000000001,717.2999999999954,640.199999999998,0.1,77.0999999999999,99.99999999999997,False,0.1,1.4,False,0.0
919,13,29,46,49,56,29,5,8,264,0,8,10,1.25,1,2766.3920000000003,3,-513.4680798900064,451.9876532333292,0.8412761633308037,-98.75883885333587,1057.995856546664,-265.15038241667844,702.8884231599941,-1711.5602663000213,903.9753064666584,1.2018230904725768,-98.75883885333587,813.842966574357,-165.71898901042402,369.9412753473653,903.9753064666584,t_2_roi,0.5,0.6,717.8999999999954,640.699999999998,0.1,77.19999999999989,99.99999999999997,False,0.1,0.8,False,0.0
362,1,1,0,0,0,6,0,19,0,0,0,0,0.0,0,0.0,1,270.6386894700008,317.16534138666754,177.304801013333,799.3305627833303,1089.0077236999964,460.42279357666666,-70.16083872333364,902.1289649000028,634.3306827733351,253.29257287619,799.3305627833303,837.6982489999972,287.76424598541666,-36.92675722280718,902.1289649000028,t_1_roi,0.3,0.4,718.2999999999954,640.999999999998,0.1,77.29999999999988,99.99999999999997,False,0.1,0.4,False,0.0
1941,4,5,0,0,0,6,0,15,0,0,0,0,0.0,0,0.0,3,270.6386894700008,317.16534138666754,177.304801013333,799.3305627833303,1089.0077236999964,460.42279357666666,-70.16083872333364,902.1289649000028,634.3306827733351,253.29257287619,799.3305627833303,837.6982489999972,287.76424598541666,-36.92675722280718,902.1289649000028,t_1_roi,0.3,0.4,718.6999999999954,641.2999999999979,0.1,77.39999999999988,99.99999999999997,False,0.1,0.8,False,0.0
271,1,1,0,0,0,0,0,13,0,0,1,3,3.0,0,0.0,3,39.878292796668575,50.010019716669376,-27.445428676664964,900.4149270666635,865.6466489566645,250.7459216533321,-148.00254357333282,132.92764265556193,100.02003943333875,-39.20775525237852,900.4149270666635,665.8820376589726,156.71620103333254,-77.89607556491201,900.4149270666635,t_4_roi,1.0,1.1,719.7999999999954,642.2999999999979,0.1,77.49999999999987,99.99999999999997,False,0.1,0.8,False,0.0
737,0,0,0,0,0,0,0,15,0,0,1,3,3.0,0,0.0,0,39.878292796668575,50.010019716669376,-27.445428676664964,900.4149270666635,865.6466489566645,250.7459216533321,-148.00254357333282,132.92764265556193,100.02003943333875,-39.20775525237852,900.4149270666635,665.8820376589726,156.71620103333254,-77.89607556491201,900.4149270666635,t_4_roi,1.0,1.1,720.8999999999954,643.2999999999979,0.1,77.59999999999987,99.99999999999997,False,0.1,0.1,True,0.1
1078,7,8,21,15,12,15,2,4,0,0,6,15,2.5,5,5771.639,0,-223.29846286666725,294.1019500800012,28.140334953333877,359.77268567333437,1169.3077671200008,112.74074079333332,416.19711669667134,-744.3282095555576,588.2039001600024,40.200478504762685,359.77268567333437,899.4675131692313,70.46296299583332,219.05111405087968,899.4675131692313,t_5_roi,1.3,1.4000000000000001,722.2999999999954,644.5999999999979,0.1,77.69999999999986,99.99999999999997,False,0.1,0.1,True,0.1
1701,4,19,4,5,14,4,4,5,0,0,12,17,1.4166666669999999,0,0.0,3,-389.31711356000227,449.22672698666787,-121.71998961666577,203.26090868666688,739.7128090499991,215.7600125766621,552.322717013335,-1297.7237118666742,898.4534539733357,-173.8856994523797,203.26090868666688,569.009853115384,134.8500078604138,290.6961668491237,898.4534539733357,t_2_roi,0.5,0.6,722.8999999999954,645.0999999999979,0.1,77.79999999999986,99.99999999999997,False,0.1,0.8,False,0.0
1964,2,7,4,4,8,0,0,10,0,0,2,2,1.0,1,0.0,3,165.5927582299978,288.0903090933348,77.24172073000045,582.5989626799965,1166.5806627699958,391.2949784266648,80.6997012533352,551.9758607666594,576.1806181866696,110.34531532857208,582.5989626799965,897.3697405923044,244.5593615166655,42.47352697543958,897.3697405923044,t_5_roi,1.3,1.4000000000000001,724.2999999999954,646.3999999999978,0.1,77.89999999999985,99.99999999999997,False,0.1,0.8,False,0.0
194,5,8,2,5,3,3,0,24,0,0,0,0,0.0,0,0.0,4,268.75457261333395,311.1555438533346,174.55022411333314,774.6003724333292,1080.0902824699963,456.7281516499993,-65.58452889666749,895.8485753777799,622.3110877066692,249.35746301904737,774.6003724333292,830.838678823074,285.45509478124956,-34.518173103509206,895.8485753777799,t_1_roi,0.3,0.4,724.6999999999954,646.6999999999978,0.1,77.99999999999984,99.99999999999997,False,0.1,1.1,False,0.0
1092,7,15,4,2,7,7,5,11,0,0,8,10,1.25,4,1503.391,6,-90.61888876333795,447.79559946333353,62.88949934000084,738.7855514733301,665.2793665999989,147.1865963266655,260.1537603200027,-302.0629625444598,895.5911989266671,89.84214191428691,738.7855514733301,511.753358923076,91.99162270416593,136.92303174736983,895.5911989266671,t_2_roi,0.5,0.6,725.2999999999954,647.1999999999978,0.1,78.09999999999984,99.99999999999997,False,0.1,1.7,False,0.0
50,10,26,41,64,87,10,0,6,43,0,9,12,1.333333333,2,0.0,4,-501.9243355933349,292.89232955999887,-105.72354875999737,-260.65358447333256,1162.147844383333,-107.71298564000608,618.3709933599985,-1673.0811186444496,585.7846591199977,-151.03364108571054,-260.65358447333256,893.9598802948715,-67.3206160250038,325.45841755789394,893.9598802948715,t_5_roi,1.3,1.4000000000000001,726.6999999999954,648.4999999999977,0.1,78.19999999999983,99.99999999999997,False,0.1,1.1,False,0.0
745,10,25,12,7,8,0,0,5,0,0,12,15,1.25,1,1151.892,6,-436.3641068300057,442.5315325899965,-149.06728796334028,-194.166687443334,1159.9678454533325,142.94997350665838,530.7669328999973,-1454.5470227666858,885.063065179993,-212.95326851905756,-194.166687443334,892.282958041025,89.34373344166148,279.35101731578806,892.282958041025,t_5_roi,1.3,1.4000000000000001,728.0999999999954,649.7999999999977,0.1,78.29999999999983,99.99999999999997,False,0.1,1.7,False,0.0
1596,9,14,41,29,26,2,0,11,0,0,7,8,1.142857143,1,18430.76,2,-237.52692354000462,223.94209379666427,-18.380516113335034,305.09846789666517,1158.560398823336,57.56073918665879,258.351018809999,-791.7564118000154,447.88418759332853,-26.25788016190719,305.09846789666517,891.2003067871816,35.975461991661746,135.97422042631527,891.2003067871816,t_5_roi,1.3,1.4000000000000001,729.4999999999953,651.0999999999976,0.1,78.39999999999982,99.99999999999997,False,0.1,0.6,False,0.0
771,7,16,5,5,7,457,16,13,0,0,0,0,0.0,0,0.0,7,154.0740959966629,395.3782033766656,337.0420441299989,852.8728318399957,1158.341301673334,352.6794405633313,80.29175477666696,513.5803199888763,790.7564067533312,481.488634471427,852.8728318399957,891.0317705179493,220.42465035208204,42.25881830350893,891.0317705179493,t_5_roi,1.3,1.4000000000000001,730.8999999999953,652.3999999999976,0.1,78.49999999999982,99.99999999999997,False,0.1,2.0,False,0.0
942,5,5,3,7,4,221,165,9,0,0,2,3,1.5,2,0.0,0,-64.70282453000118,224.44109190666492,130.35857021000083,890.4282625233283,779.8616824399974,76.25973112666588,-27.140796459998906,-215.67608176667062,448.88218381332985,186.22652887142976,890.4282625233283,599.893601876921,47.66233195416618,-14.284629715788899,890.4282625233283,t_4_roi,1.0,1.1,731.9999999999953,653.3999999999976,0.1,78.59999999999981,99.99999999999997,False,0.1,0.1,True,0.1
880,10,23,68,36,24,179,166,9,614,5,0,0,0.0,0,0.0,2,-186.90923590333298,389.0871822633326,215.96113575667005,554.2112907400042,1157.0726291633364,190.97797250666645,301.48733477666786,-623.0307863444433,778.1743645266652,308.5159082238144,554.2112907400042,890.0558685871819,119.36123281666653,158.67754461929889,890.0558685871819,t_5_roi,1.3,1.4000000000000001,733.3999999999953,654.6999999999975,0.1,78.6999999999998,99.99999999999997,False,0.1,0.6,False,0.0
1140,10,20,6,5,4,207,109,12,62,28,1,1,1.0,0,10913.498,2,25.566023446664534,441.00524503999895,322.0232374166653,881.3385388399962,1156.3165870533346,324.8586422366652,84.42840652333463,85.22007815554845,882.0104900799979,460.03319630952194,881.3385388399962,889.4742977333343,203.03665139791576,44.436003433334015,889.4742977333343,t_5_roi,1.3,1.4000000000000001,734.7999999999953,655.9999999999975,0.1,78.7999999999998,99.99999999999997,False,0.1,0.6,False,0.0
487,13,25,53,37,38,200,18,6,0,0,8,11,1.375,0,15251.348,4,-529.2626323333343,444.5020047300004,48.35950744666934,-2.2327006766645354,1042.2567459633322,-68.29976749333764,810.8085862433309,-1764.2087744444477,889.0040094600008,69.08501063809906,-2.2327006766645354,801.7359584333324,-42.687354683336025,426.7413611807005,889.0040094600008,t_2_roi,0.5,0.6,735.3999999999953,656.4999999999975,0.1,78.89999999999979,99.99999999999997,False,0.1,1.1,False,0.0
1631,12,28,6,4,10,600,483,13,76,2,1,1,1.0,0,0.0,2,-142.3459228566653,444.2397430466672,223.55271275333692,690.1902845733357,1138.9238900833361,322.2762843100008,192.20925871000327,-474.48640952221774,888.4794860933343,319.36101821905277,690.1902845733357,876.0953000641047,201.42267769375047,101.162767742107,888.4794860933343,t_2_roi,0.5,0.6,735.9999999999953,656.9999999999975,0.1,78.99999999999979,99.99999999999997,False,0.1,0.6,False,0.0
790,1,1,0,0,0,1,0,11,0,0,1,2,2.0,0,0.0,4,107.24032359666944,94.37594845000194,35.31970367666827,886.4821323833298,990.9304975166648,301.35004749333257,-137.0324229733328,357.4677453222315,188.75189690000389,50.45671953809753,886.4821323833298,762.2542288589729,188.34377968333285,-72.12232788070149,886.4821323833298,t_4_roi,1.0,1.1,737.0999999999954,657.9999999999975,0.1,79.09999999999978,99.99999999999997,False,0.1,1.1,False,0.0
973,7,14,11,9,9,7,1,13,0,0,2,2,1.0,0,0.0,1,5.651618349997988,278.09542122666926,132.22891355666616,560.7631852099988,1152.1295181600012,405.32593524333015,163.44675305666715,18.838727833326626,556.1908424533385,188.89844793809453,560.7631852099988,886.2534755076932,253.32870952708134,86.02460687193008,886.2534755076932,t_5_roi,1.3,1.4000000000000001,738.4999999999953,659.2999999999975,0.1,79.19999999999978,99.99999999999997,False,0.1,0.4,False,0.0
544,5,9,6,3,2,36,5,31,0,0,0,0,0.0,0,0.0,0,179.28371299999802,393.93720872333284,349.37073011666604,881.6301602099962,1152.0225344899984,342.34508678666543,49.89089435000142,597.6123766666601,787.8744174466657,499.10104302380864,881.6301602099962,886.1711803769218,213.9656792416659,26.25836544736917,886.1711803769218,t_5_roi,1.3,1.4000000000000001,739.8999999999953,660.5999999999974,0.1,79.29999999999977,99.99999999999997,False,0.1,0.1,True,0.1
1086,1,1,3,1,1,4,0,13,0,0,2,5,2.5,0,7676.329000000001,6,-31.975474933333768,-15.191270809998967,-83.55362031666618,886.133659106662,712.6358835166625,182.7127481966645,-132.0304360999985,-106.5849164444459,-30.382541619997934,-119.36231473809455,886.133659106662,548.1814488589712,114.19546762291532,-69.48970321052553,886.133659106662,t_4_roi,1.0,1.1,740.9999999999953,661.5999999999974,0.1,79.39999999999976,99.99999999999997,False,0.1,1.7,False,0.0
833,5,11,3,4,5,1,0,5,0,0,6,12,2.0,6,0.0,3,51.97465189333161,29.557102600002512,20.38359188000095,475.3012873233306,1147.8310559733306,131.0977248900008,-62.73470236999764,173.2488396444387,59.114205200005024,29.11941697142993,475.3012873233306,882.9469661333312,81.9360780562505,-33.01826440526192,882.9469661333312,t_5_roi,1.3,1.4000000000000001,742.3999999999953,662.8999999999974,0.1,79.49999999999976,99.99999999999997,False,0.1,0.8,False,0.0
189,14,29,25,22,17,40,30,9,0,0,0,0,0.0,0,0.0,6,-240.80370150666656,407.9197750833328,225.97122170000242,537.1087295566704,1147.5603623966672,198.29411925333258,147.77412640666716,-802.6790050222219,815.8395501666656,322.8160310000035,537.1087295566704,882.7387403051285,123.93382453333285,77.77585600350903,882.7387403051285,t_5_roi,1.3,1.4000000000000001,743.7999999999953,664.1999999999973,0.1,79.59999999999975,99.99999999999997,False,0.1,1.7,False,0.0
764,1,3,3,1,3,8,0,9,0,0,2,4,2.0,0,2890.185,5,-71.21346070000027,2.5811810466661878,-15.84556537666549,882.6214815866615,692.5303499733285,151.74219733999826,-114.02367896999884,-237.37820233333423,5.1623620933323755,-22.636521966664986,882.6214815866615,532.7156538256373,94.83887333749891,-60.01246261578887,882.6214815866615,t_4_roi,1.0,1.1,744.8999999999953,665.1999999999973,0.1,79.69999999999975,99.99999999999997,False,0.1,1.4,False,0.0
832,13,29,30,28,71,63,21,7,0,0,9,12,1.333333333,3,12605.177,6,-599.5916819400028,441.19104482999677,-56.02109989999917,-116.48207015333536,997.8126260033313,-277.9207849066779,723.8822467433293,-1998.6389398000094,882.3820896599935,-80.03014271428454,-116.48207015333536,767.5481738487164,-173.7004905666737,380.99065618069966,882.3820896599935,t_2_roi,0.5,0.6,745.4999999999953,665.6999999999973,0.1,79.79999999999974,99.99999999999997,False,0.1,1.7,False,0.0
883,2,2,0,0,0,1,1,10,0,0,2,9,4.5,1,0.0,3,-11.899119766667807,31.36783444333469,-79.10565217999965,882.361752359996,788.4271425999968,162.193893133332,-113.92538151333248,-39.663732555559356,62.73566888666938,-113.00807454285665,882.361752359996,606.482417384613,101.3711832083325,-59.96072711228025,882.361752359996,t_4_roi,1.0,1.1,746.5999999999954,666.6999999999973,0.1,79.89999999999974,99.99999999999997,False,0.1,0.8,False,0.0
758,10,20,26,20,19,5,2,9,0,0,4,6,1.5,2,614.149,2,-376.5445709900005,190.7353136966658,-66.1020188199991,509.7860526266677,1145.8614965433344,-12.764190903335473,168.5192511400037,-1255.1485699666684,381.4706273933316,-94.43145545714158,509.7860526266677,881.4319204179495,-7.97761931458467,88.6943427052651,881.4319204179495,t_5_roi,1.3,1.4000000000000001,747.9999999999953,667.9999999999973,0.1,79.99999999999973,99.99999999999997,False,0.1,0.6,False,0.0
246,4,4,0,0,0,0,0,18,0,0,2,7,3.5,2,0.0,4,-14.808472440001426,27.127844423334867,-82.02454826999973,881.3320358799956,773.7129902966626,161.00485527666524,-118.3127058533323,-49.36157480000475,54.255688846669734,-117.17792609999962,881.3320358799956,595.1638386897405,100.62803454791577,-62.26984518596437,881.3320358799956,t_4_roi,1.0,1.1,749.0999999999954,668.9999999999973,0.1,80.09999999999972,99.99999999999997,False,0.1,1.1,False,0.0
1894,13,28,3,3,3,8,1,2,0,0,6,9,1.5,1,2768.292,6,-153.39072067666618,133.828889240001,35.08641052000212,374.2658540499978,1145.3077610066655,59.000064263334025,-96.3417374466635,-511.30240225555394,267.657778480002,50.12344360000303,374.2658540499978,881.0059700051273,36.875040164583766,-50.70617760350711,881.0059700051273,t_5_roi,1.3,1.4000000000000001,750.4999999999953,670.2999999999972,0.1,80.19999999999972,99.99999999999997,False,0.1,1.7,False,0.0
1644,1,1,3,1,1,1,0,9,0,0,1,2,2.0,1,0.0,1,148.54514404333622,164.3781764033365,72.24960602000283,833.5676949266649,1144.7916412733314,278.48471179666785,-122.59352663999834,495.1504801444541,328.756352806673,103.21372288571834,833.5676949266649,880.6089548256394,174.0529448729174,-64.52290875789387,880.6089548256394,t_5_roi,1.3,1.4000000000000001,751.8999999999953,671.5999999999972,0.1,80.29999999999971,99.99999999999997,False,0.1,0.4,False,0.0
1750,14,30,15,24,36,80,70,4,0,0,15,18,1.2,0,7713.418000000001,4,-869.9401837833383,440.0244233966632,-225.68585255999824,-135.4516344433323,422.54505338999667,-73.54272172000309,678.3485110599995,-2899.8006126111277,880.0488467933264,-322.4083607999975,-135.4516344433323,325.0346564538436,-45.964201075001924,357.0255321368419,880.0488467933264,t_2_roi,0.5,0.6,752.4999999999953,672.0999999999972,0.1,80.39999999999971,99.99999999999997,False,0.1,1.1,False,0.0
1518,11,25,9,8,10,1203,42,37,1103,1,1,1,1.0,0,0.0,0,-158.39355293000014,439.9877963199983,225.2253049766682,661.4268334800012,1109.569852443337,340.8975575400013,216.02991261333455,-527.9785097666671,879.9755926399966,321.75043568095464,661.4268334800012,853.5152711102592,213.06097346250078,113.69995400701819,879.9755926399966,t_2_roi,0.5,0.6,753.0999999999954,672.5999999999972,0.1,80.4999999999997,99.99999999999997,False,0.1,0.1,True,0.1
752,2,2,1,0,0,0,0,10,0,0,1,7,7.0,0,0.0,4,22.28236538333431,41.0272798100018,-51.93621136666525,878.7834512866633,821.0265030666643,226.283993123332,-128.16274185666543,74.27455127778103,82.0545596200036,-74.19458766666465,878.7834512866633,631.5588485128187,141.4274957020825,-67.45407466140286,878.7834512866633,t_4_roi,1.0,1.1,754.1999999999954,673.5999999999972,0.1,80.5999999999997,99.99999999999997,False,0.1,1.1,False,0.0
1521,2,3,0,0,0,7,0,13,0,0,2,3,1.5,1,193.80599999999998,2,-18.914351896665718,90.38984023666944,-4.816868059997887,877.3132411466617,862.0720300399976,125.08700997999951,-146.07053691666442,-63.047839655552394,180.77968047333889,-6.881240085711267,877.3132411466617,663.1323307999982,78.17938123749968,-76.87922995613917,877.3132411466617,t_4_roi,1.0,1.1,755.2999999999954,674.5999999999972,0.1,80.69999999999969,99.99999999999997,False,0.1,0.6,False,0.0
355,3,3,2,1,0,0,0,5,0,0,3,5,1.6666666669999999,0,0.0,0,101.94079386999964,14.284147893335106,55.15368954666839,482.54216955332964,1140.203326876665,162.0749118933336,-89.8864546333325,339.80264623333215,28.568295786670213,78.79098506666914,482.54216955332964,877.0794822128191,101.2968199333335,-47.3086603333329,877.0794822128191,t_5_roi,1.3,1.4000000000000001,756.6999999999954,675.8999999999971,0.1,80.79999999999968,99.99999999999997,False,0.1,0.1,True,0.1
600,4,4,0,0,0,1,0,8,0,0,4,9,2.25,2,0.0,7,69.65784574666577,-24.952173349997796,-4.014607039998737,538.5482425499963,1139.695756233331,110.5049030700002,-124.09642963666602,232.19281915555257,-49.90434669999559,-5.73515291428391,538.5482425499963,876.6890432564084,69.06556441875011,-65.31391033508739,876.6890432564084,t_5_roi,1.3,1.4000000000000001,758.0999999999954,677.1999999999971,0.1,80.89999999999968,99.99999999999997,False,0.1,2.0,False,0.0
1296,7,16,7,5,6,32,10,11,0,0,0,0,0.0,0,0.0,1,166.93430785666396,394.9676839633326,350.51541521666604,862.0286637799959,1138.8681949266652,339.95595373333214,60.2919270100001,556.4476928555466,789.9353679266652,500.7363074523801,862.0286637799959,876.0524576358963,212.47247108333258,31.73259316315795,876.0524576358963,t_5_roi,1.3,1.4000000000000001,759.4999999999953,678.499999999997,0.1,80.99999999999967,99.99999999999997,False,0.1,0.4,False,0.0
677,9,11,6,13,11,13,10,11,10,0,1,1,1.0,0,947.817,2,-30.22613458666592,425.70043469666604,270.5587247966687,664.3274981333343,1136.242344703338,380.78423065666715,235.30594621000455,-100.75378195555308,851.4008693933321,386.512463995241,664.3274981333343,874.0325728487214,237.99014416041695,123.84523484737082,874.0325728487214,t_5_roi,1.3,1.4000000000000001,760.8999999999953,679.799999999997,0.1,81.09999999999967,99.99999999999997,False,0.1,0.6,False,0.0
775,7,16,0,2,3,42,26,19,41,2,3,3,1.0,0,0.0,1,76.04547746666684,380.1088631899997,219.1967854333334,873.8122205099953,694.8376928599977,283.59098605999907,81.5818064400014,253.48492488888948,760.2177263799994,313.138264904762,873.8122205099953,534.490532969229,177.24436628749942,42.937792863158634,873.8122205099953,t_4_roi,1.0,1.1,761.9999999999953,680.799999999997,0.1,81.19999999999966,99.99999999999997,False,0.1,0.4,False,0.0
1121,13,29,15,14,22,25,20,9,0,0,3,3,1.0,1,3916.972,0,-326.53777125666875,436.0755408733339,153.01613237667152,448.5936106100026,991.5839501766703,56.46680700999877,279.94911508333644,-1088.4592375222292,872.1510817466678,218.59447482381648,448.5936106100026,762.7568847512848,35.29175438124923,147.3416395175455,872.1510817466678,t_2_roi,0.5,0.6,762.5999999999954,681.299999999997,0.1,81.29999999999966,99.99999999999997,False,0.1,0.1,True,0.1
1076,10,25,1,1,0,2,0,12,0,0,0,0,0.0,0,58.71,2,129.364516550002,364.04908767000137,136.73214754666742,751.919771163331,1133.651981586664,453.97003709666666,-68.7871960666671,431.2150551666734,728.0981753400027,195.33163935238204,751.919771163331,872.0399858358954,283.7312731854166,-36.203787403509,872.0399858358954,t_5_roi,1.3,1.4000000000000001,763.9999999999953,682.599999999997,0.1,81.39999999999965,99.99999999999997,False,0.1,0.6,False,0.0
148,8,8,17,12,7,0,0,9,0,0,4,9,2.25,4,5576.7390000000005,3,-136.186431370003,48.0951857033333,-50.82210032333433,703.1391682533317,1129.0288055999968,65.05181359999688,64.71123635333288,-453.9547712333433,96.1903714066666,-72.60300046190619,703.1391682533317,868.4836966153821,40.65738349999805,34.05854544912257,868.4836966153821,t_5_roi,1.3,1.4000000000000001,765.3999999999953,683.8999999999969,0.1,81.49999999999964,99.99999999999997,False,0.1,0.8,False,0.0
1363,7,8,0,0,0,0,0,3,0,0,7,12,1.714285714,2,214.255,4,10.605780239998694,49.083118156668654,-6.133414809999068,447.3732584333306,1128.764765579997,70.57680154000082,-67.05743309666332,35.35260079999565,98.16623631333731,-8.762021157141525,447.3732584333306,868.2805889076899,44.11050096250051,-35.29338584034912,868.2805889076899,t_5_roi,1.3,1.4000000000000001,766.7999999999953,685.1999999999969,0.1,81.59999999999964,99.99999999999997,False,0.1,1.1,False,0.0
1147,5,15,0,0,1,57,40,24,0,0,5,5,1.0,0,0.0,7,51.82583135333198,383.1291105133328,183.59672013999992,867.5970755099955,632.7648058933314,250.9932976999989,122.17496460666824,172.75277117777327,766.2582210266656,262.28102877142845,867.5970755099955,486.74215837948566,156.87081106249929,64.30261295087803,867.5970755099955,t_4_roi,1.0,1.1,767.8999999999953,686.1999999999969,0.1,81.69999999999963,99.99999999999997,False,0.1,2.0,False,0.0
778,1,3,0,0,0,5,0,7,0,0,2,7,3.5,0,0.0,7,102.63539741333399,-58.57514800666422,47.19378009333514,591.5243916399972,1127.3467130033296,165.2647472633339,-164.35010636333163,342.11799137777996,-117.15029601332844,67.41968584762164,591.5243916399972,867.1897792333305,103.29046703958369,-86.50005598070086,867.1897792333305,t_5_roi,1.3,1.4000000000000001,769.2999999999953,687.4999999999968,0.1,81.79999999999963,99.99999999999997,False,0.1,2.0,False,0.0
636,13,24,5,5,5,8,1,5,0,0,8,9,1.125,0,840.0210000000001,6,-246.88532369333782,359.33066601666496,84.39838538666436,118.86830379333195,1126.5613713599992,148.447469739996,307.473388456669,-822.9510789777928,718.6613320333299,120.56912198094909,118.86830379333195,866.5856702769224,92.7796685874975,161.82809918772054,866.5856702769224,t_5_roi,1.3,1.4000000000000001,770.6999999999953,688.7999999999968,0.1,81.89999999999962,99.99999999999997,False,0.1,1.7,False,0.0
1114,7,17,2,1,2,11,2,12,0,0,10,18,1.8,0,0.0,7,-580.1594653266708,-59.591311383334414,-311.7972787066697,866.4091250599959,-76.05897304666951,-39.68497043333764,131.4234413666677,-1933.864884422236,-119.18262276666883,-445.42468386667105,866.4091250599959,-58.506902343591925,-24.803106520836025,69.17023229824616,866.4091250599959,t_4_roi,1.0,1.1,771.7999999999953,689.7999999999968,0.1,81.99999999999962,99.99999999999997,False,0.1,2.0,False,0.0
978,14,30,112,108,149,4,0,4,0,0,7,20,2.857142857,4,16645.802,6,-793.0152845233388,-65.97108250333896,-365.31594021333876,-128.8764867033342,1124.6042068433308,-163.25874095334257,280.77980968332395,-2643.384281744463,-131.94216500667793,-521.879914590484,-128.8764867033342,865.0801591102544,-102.0367130958391,147.77884720174944,865.0801591102544,t_5_roi,1.3,1.4000000000000001,773.1999999999953,691.0999999999967,0.1,82.09999999999961,99.99999999999997,False,0.1,1.7,False,0.0
127,1,1,1,0,0,0,0,11,0,0,2,20,10.0,1,2511.986,0,-140.10455022000087,-4.895942473331616,-178.39527640666756,864.7843514633305,631.409698603331,168.60481535333156,-81.54097896666553,-467.01516740000295,-9.791884946663233,-254.85039486666795,864.7843514633305,485.6997681564084,105.37800959583222,-42.91630471929765,864.7843514633305,t_4_roi,1.0,1.1,774.2999999999953,692.0999999999967,0.1,82.1999999999996,99.99999999999997,False,0.1,0.1,True,0.1
