,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,label,exp_group,pred1,pred2,pred3,pred4,pred5,pred6,pred7,t_1_roi,t_2_roi,t_3_roi,t_4_roi,t_5_roi,t_6_roi,t_7_roi,best_treatment_roi,best_treatment,delta_coin,coin,cum_expense,delta_cum_expense,base_expense,cum_base_expense,extra_expense,cut_off_point,final_coin,treatment,if_same,tmp_label
1572,13,29,36,41,60,120,7,5,0,0,20,31,1.55,3,21105.607000000004,6,-1055.1334818566647,589.4217529666712,-168.53804740999385,497.2017879733421,835.5663900833342,-308.59812257333215,750.9165753400066,-3517.1116061888824,1178.8435059333424,-240.7686391571341,497.2017879733421,642.7433769871801,-192.8738266083326,395.21925017895086,1178.8435059333424,t_2_roi,0.5,0.6,508.10000000000616,411.70000000000084,0.1,96.3999999999988,99.99999999999997,False,0.1,1.7,False,0.0
317,14,17,38,34,26,0,0,11,1,3,3,3,1.0,1,3067.283,0,33.26275177333446,527.3279472533313,226.840155013333,295.2319860900025,1528.7355666900007,302.3574546766658,520.1965574233282,110.8758392444482,1054.6558945066627,324.05736430476145,295.2319860900025,1175.9504359153852,188.9734091729161,273.78766180175165,1175.9504359153852,t_5_roi,1.3,1.4000000000000001,509.50000000000614,413.00000000000085,0.1,96.49999999999879,99.99999999999997,False,0.1,0.1,True,0.1
131,6,8,33,17,10,15,7,12,1,0,1,4,4.0,0,0.0,5,11.715847053338162,396.8365745200049,292.1083103700025,1174.8895317000047,1172.707560090002,342.03249314000595,440.48909432333534,39.05282351112721,793.6731490400098,417.2975862428608,1174.8895317000047,902.0827385307708,213.77030821250372,231.8363654333344,1174.8895317000047,t_4_roi,1.0,1.1,510.60000000000616,414.00000000000085,0.1,96.59999999999879,99.99999999999997,False,0.1,1.4,False,0.0
876,14,30,5,15,20,5,0,6,0,0,0,0,0.0,0,10302.337,7,-91.1624850366702,587.2084793033273,293.01869633333354,79.14754245666381,1428.429173636664,485.1649579599971,215.45489600999557,-303.87495012223405,1174.4169586066546,418.5981376190479,79.14754245666381,1098.791672028203,303.2280987249982,113.39731368947136,1174.4169586066546,t_2_roi,0.5,0.6,511.2000000000062,414.50000000000085,0.1,96.69999999999878,99.99999999999997,False,0.1,2.0,False,0.0
1516,12,28,5,5,18,24,11,4,0,0,1,3,3.0,0,0.0,0,-297.269204846667,586.6695162866654,218.21964857333202,909.0598051933366,1155.0158200233318,315.35692640666736,302.05152635333246,-990.89734948889,1173.3390325733308,311.74235510476007,909.0598051933366,888.4737077102552,197.0980790041671,158.97448755438552,1173.3390325733308,t_2_roi,0.5,0.6,511.8000000000062,415.00000000000085,0.1,96.79999999999878,99.99999999999997,False,0.1,0.1,True,0.1
1363,7,8,0,0,0,0,0,3,0,0,7,12,1.714285714,2,214.255,4,351.43805854333505,450.63812707000085,190.179546976668,900.4564632500018,1343.256810450001,667.1153101600039,568.2907340399997,1171.4601951444502,901.2762541400017,271.68506710952573,900.4564632500018,1033.2744695769238,416.94706885000244,299.100386336842,1171.4601951444502,t_1_roi,0.3,0.4,512.2000000000062,415.30000000000086,0.1,96.89999999999877,99.99999999999997,False,0.1,1.1,False,0.0
148,8,8,17,12,7,0,0,9,0,0,4,9,2.25,4,5576.7390000000005,3,351.32417244666976,418.69991347333513,201.94738203666657,1059.7534237666703,1385.6183899900007,636.1102117733371,554.8114268799986,1171.0805748222326,837.3998269466703,288.4962600523808,1059.7534237666703,1065.8602999923082,397.5688823583357,292.0060141473677,1171.0805748222326,t_1_roi,0.3,0.4,512.6000000000062,415.6000000000009,0.1,96.99999999999876,99.99999999999997,False,0.1,0.8,False,0.0
4,5,9,0,1,1,48,33,10,9,10,1,2,2.0,0,4239.558,4,46.087608023337005,393.84860541000353,268.80012078000163,1169.3897430666707,1085.3131109533363,420.87597111333616,301.9065313666697,153.62536007779002,787.6972108200071,384.0001725428595,1169.3897430666707,834.856239194874,263.0474819458351,158.89817440351038,1169.3897430666707,t_4_roi,1.0,1.1,513.7000000000062,416.6000000000009,0.1,97.09999999999876,99.99999999999997,False,0.1,1.1,False,0.0
1643,7,15,82,71,91,5,4,7,0,0,7,11,1.571428571,2,18200.088,2,-82.67227290999926,582.9176175733355,228.46621332666473,918.7054440633348,1350.5155415466659,234.24547899666686,755.481552199999,-275.5742430333309,1165.835235146671,326.3803047523782,918.7054440633348,1038.8581088820506,146.4034243729168,397.62186957894687,1165.835235146671,t_2_roi,0.5,0.6,514.3000000000062,417.1000000000009,0.1,97.19999999999875,99.99999999999997,False,0.1,0.6,False,0.0
681,9,16,41,23,36,3,1,5,0,11,6,9,1.5,3,0.0,5,145.6344374033324,463.2528409999959,192.3336816166657,721.4602506933379,1514.4972367499984,418.72015834333433,725.8212615633273,485.44812467777473,926.5056819999918,274.76240230952243,721.4602506933379,1164.9978744230757,261.70009896458396,382.01119029648805,1164.9978744230757,t_5_roi,1.3,1.4000000000000001,515.7000000000062,418.4000000000009,0.1,97.29999999999875,99.99999999999997,False,0.1,1.4,False,0.0
1250,7,21,4,14,13,4,2,5,0,0,10,22,2.2,0,0.0,2,186.58834286666752,582.2887470899988,286.74896721333334,1102.1767619766724,1122.3703296100002,694.0434243300025,645.7648968099984,621.9611428888918,1164.5774941799975,409.6413817333334,1102.1767619766724,863.3617920076924,433.77714020625154,339.87626147894656,1164.5774941799975,t_2_roi,0.5,0.6,516.3000000000062,418.9000000000009,0.1,97.39999999999874,99.99999999999997,False,0.1,0.6,False,0.0
1133,14,28,44,31,46,75,54,4,0,0,4,8,2.0,1,6021.985,4,-858.3741623766682,581.4211005366669,-57.437054646665274,644.9078942700035,1138.6976147033338,-245.54002965333257,600.1922688066661,-2861.2472079222275,1162.8422010733339,-82.05293520952182,644.9078942700035,875.9212420794875,-153.46251853333285,315.8906677929822,1162.8422010733339,t_2_roi,0.5,0.6,516.9000000000062,419.4000000000009,0.1,97.49999999999874,99.99999999999997,False,0.1,1.1,False,0.0
1596,9,14,41,29,26,2,0,11,0,0,7,8,1.142857143,1,18430.76,2,286.4350381466656,580.7454801600006,281.5426351766673,618.5509217066701,1479.4731777433344,518.4277428100022,738.3727035433276,954.7834604888853,1161.4909603200012,402.2037645380962,618.5509217066701,1138.0562905717957,324.0173392562514,388.61721239122505,1161.4909603200012,t_2_roi,0.5,0.6,517.5000000000063,419.9000000000009,0.1,97.59999999999873,99.99999999999997,False,0.1,0.6,False,0.0
1705,13,20,9,10,9,0,0,3,0,0,3,6,2.0,1,120.398,2,171.16599303000203,498.8388645199984,257.7294909600014,806.1065688966693,1508.8295493100013,557.8805170066688,434.91857635666383,570.5533101000068,997.6777290399968,368.1849870857163,806.1065688966693,1160.6381148538471,348.67532312916796,228.90451387192834,1160.6381148538471,t_5_roi,1.3,1.4000000000000001,518.9000000000062,421.2000000000009,0.1,97.69999999999872,99.99999999999997,False,0.1,0.6,False,0.0
371,2,2,0,0,0,22,15,7,0,0,1,5,5.0,0,0.0,7,27.32091327333683,387.58328202667013,270.800146016667,1159.74861434667,1078.4685098466705,405.37910817333693,330.22160483333664,91.06971091112277,775.1665640533403,386.8573514523814,1159.74861434667,829.5911614205157,253.36194260833557,173.80084464912454,1159.74861434667,t_4_roi,1.0,1.1,520.0000000000063,422.2000000000009,0.1,97.79999999999872,99.99999999999997,False,0.1,2.0,False,0.0
1845,6,13,4,4,7,32,10,9,1,0,1,2,2.0,0,0.0,2,70.02697807667118,397.00812023000435,303.43057009666836,1157.961535996671,1114.5050196633374,441.2490781433376,317.78469866667,233.42326025557063,794.0162404600087,433.47224299524055,1157.961535996671,857.3115535871826,275.780673839586,167.2551045614053,1157.961535996671,t_4_roi,1.0,1.1,521.1000000000063,423.2000000000009,0.1,97.89999999999871,99.99999999999997,False,0.1,0.6,False,0.0
816,2,2,2,6,3,2,0,13,0,0,2,3,1.5,1,0.0,0,346.8561406733352,202.4039456066671,74.13906789333531,786.3338724233331,1248.6510393500002,536.2219857300015,211.39181127000077,1156.187135577784,404.8078912133342,105.91295413333616,786.3338724233331,960.5007995000002,335.13874108125094,111.25884803684252,1156.187135577784,t_1_roi,0.3,0.4,521.5000000000063,423.5000000000009,0.1,97.9999999999987,99.99999999999997,False,0.1,0.1,True,0.1
22,12,27,92,64,56,222,85,12,12,0,17,28,1.6470588240000001,1,6742.214,4,-778.2627357100027,577.5722839566643,-42.71427821666747,838.7509598300003,892.5843696233313,-143.0479409199979,857.2835918000002,-2594.2091190333426,1155.1445679133285,-61.020397452382106,838.7509598300003,686.6033612487164,-89.40496307499868,451.2018904210527,1155.1445679133285,t_2_roi,0.5,0.6,522.1000000000063,424.0000000000009,0.1,98.0999999999987,99.99999999999997,False,0.1,1.1,False,0.0
182,5,10,5,6,6,5,0,9,0,0,4,6,1.5,0,0.0,2,346.04381853000183,308.4798197833338,176.36073775666637,922.2523045699998,1243.0761206200004,671.1841970400019,443.66467517,1153.479395100006,616.9596395666676,251.94391108095198,922.2523045699998,956.2124004769233,419.4901231500012,233.50772377368423,1153.479395100006,t_1_roi,0.3,0.4,522.5000000000063,424.3000000000009,0.1,98.1999999999987,99.99999999999997,False,0.1,0.6,False,0.0
79,13,29,13,14,17,2,1,9,0,0,2,2,1.0,0,11543.403,6,-9.866298813332376,576.442827906666,290.46607368666815,230.70814725666602,1426.0424735333334,480.42155601999735,289.67119036333224,-32.88766271110792,1152.885655813332,414.95153383809736,230.70814725666602,1096.9557488717949,300.2634725124983,152.45852124385908,1152.885655813332,t_2_roi,0.5,0.6,523.1000000000063,424.8000000000009,0.1,98.29999999999869,99.99999999999997,False,0.1,1.7,False,0.0
1823,14,30,94,91,115,27,3,14,0,0,0,0,0.0,0,28528.455,7,-789.5495317033293,575.6595620033378,50.823678670008114,271.25125121333616,1015.7057693866717,-240.38947360333168,318.9492450600046,-2631.831772344431,1151.3191240066756,72.60525524286874,271.25125121333616,781.3121302974397,-150.2434210020823,167.8680237157919,1151.3191240066756,t_2_roi,0.5,0.6,523.7000000000063,425.3000000000009,0.1,98.39999999999868,99.99999999999997,False,0.1,2.0,False,0.0
810,14,26,56,41,27,1,0,5,0,0,13,18,1.384615385,4,8458.957,1,-436.86658274,574.8833376000057,17.351958690001993,282.42817637333786,1282.5895858999984,106.62366262666636,660.9436773000034,-1456.2219424666669,1149.7666752000114,24.78851241428856,282.42817637333786,986.6073737692295,66.63978914166647,347.8650933157913,1149.7666752000114,t_2_roi,0.5,0.6,524.3000000000063,425.8000000000009,0.1,98.49999999999868,99.99999999999997,False,0.1,0.4,False,0.0
962,14,30,130,138,185,414,399,12,0,0,21,26,1.2380952379999999,2,24249.269,7,-1187.6304653299967,573.8950974400078,-227.88759668999316,259.2707639266773,644.9700317933366,-470.4205004266632,628.0836339700018,-3958.7682177666557,1147.7901948800156,-325.5537095571331,259.2707639266773,496.130793687182,-294.01281276666447,330.570333668422,1147.7901948800156,t_2_roi,0.5,0.6,524.9000000000063,426.3000000000009,0.1,98.59999999999867,99.99999999999997,False,0.1,2.0,False,0.0
923,13,27,44,54,55,81,17,6,0,0,12,19,1.5833333330000001,0,0.0,5,-887.5586796666647,572.4035181466688,47.47096852333289,678.086318980002,935.3563749466666,-172.5492481299998,847.2405943900012,-2958.5289322222156,1144.8070362933377,67.81566931904699,678.086318980002,719.5049038051282,-107.84328008124987,445.916102310527,1144.8070362933377,t_2_roi,0.5,0.6,525.5000000000064,426.8000000000009,0.1,98.69999999999867,99.99999999999997,False,0.1,1.4,False,0.0
1890,11,11,89,89,53,26,5,5,25,0,11,40,3.6363636360000005,3,2304.784,3,-556.1407393233385,571.1489262666672,-9.11231642666917,847.8560446966693,1019.7956158966645,-18.075634163330506,896.7300154600033,-1853.8024644111283,1142.2978525333344,-13.017594895241672,847.8560446966693,784.4581660743572,-11.297271352081566,471.9631660315807,1142.2978525333344,t_2_roi,0.5,0.6,526.1000000000064,427.3000000000009,0.1,98.79999999999866,99.99999999999997,False,0.1,0.8,False,0.0
1927,8,21,6,6,20,13,2,12,0,0,5,15,3.0,2,658.335,0,-38.963445529997436,546.4076124566692,134.07901363000155,1138.490543510008,991.4190935166698,479.21786935333967,537.1874248466675,-129.87815176665814,1092.8152249133384,191.54144804285937,1138.490543510008,762.6300719358999,299.5111683458373,282.7302236035092,1138.490543510008,t_4_roi,1.0,1.1,527.2000000000064,428.3000000000009,0.1,98.89999999999866,99.99999999999997,False,0.1,0.1,True,0.1
584,1,1,0,0,0,15,12,5,0,0,1,2,2.0,0,0.0,2,151.94457657000385,505.0877575366689,427.763678263334,1138.066910653337,1230.7201017266686,491.3245197833367,330.6746686333354,506.4819219000128,1010.1755150733378,611.09096894762,1138.066910653337,946.7077705589759,307.0778248645854,174.03929928070283,1138.066910653337,t_4_roi,1.0,1.1,528.3000000000064,429.3000000000009,0.1,98.99999999999865,99.99999999999997,False,0.1,0.6,False,0.0
1252,14,30,6,4,3,5,1,3,0,0,1,1,1.0,0,301.954,7,-37.840863620001976,568.6496364299957,325.2165264300006,192.889323479998,1359.980565099996,488.33625551999563,184.90963558999738,-126.13621206667325,1137.2992728599913,464.59503775714376,192.889323479998,1046.1388962307662,305.21015969999723,97.32086083684074,1137.2992728599913,t_2_roi,0.5,0.6,528.9000000000065,429.8000000000009,0.1,99.09999999999864,99.99999999999997,False,0.1,2.0,False,0.0
738,6,15,6,3,6,1,1,7,0,0,1,2,2.0,0,0.0,5,340.6025491500036,142.92883442000266,150.13249824333568,787.3168030833348,1180.749217746668,583.9578661233351,149.01765272000102,1135.341830500012,285.8576688400053,214.47499749047955,787.3168030833348,908.2686290358984,364.9736663270844,78.43034353684264,1135.341830500012,t_1_roi,0.3,0.4,529.3000000000064,430.10000000000093,0.1,99.19999999999864,99.99999999999997,False,0.1,1.4,False,0.0
1242,14,29,36,58,59,2,1,4,0,0,8,9,1.125,0,0.0,0,-536.7236328666595,566.4737204500061,14.935336180008562,-11.409394169992993,1182.6890978733366,109.80747374333625,564.2379563233371,-1789.0787762221985,1132.9474409000122,21.336194542869375,-11.409394169992993,909.7608445179511,68.62967108958514,296.96734543333537,1132.9474409000122,t_2_roi,0.5,0.6,529.9000000000065,430.60000000000093,0.1,99.29999999999863,99.99999999999997,False,0.1,0.1,True,0.1
1351,14,30,80,56,84,1,0,4,0,0,5,5,1.0,1,7743.201999999999,4,-571.3668271533288,565.4046748200018,-15.501975339993804,-77.78203833332736,1243.8380209700008,-1.8906289933338485,459.87215509333237,-1904.556090511096,1130.8093496400036,-22.145679057134007,-77.78203833332736,956.7984776692314,-1.1816431208336553,242.03797636491177,1130.8093496400036,t_2_roi,0.5,0.6,530.5000000000065,431.10000000000093,0.1,99.39999999999863,99.99999999999997,False,0.1,1.1,False,0.0
397,14,30,123,119,153,0,0,4,0,0,5,5,1.0,1,4909.032999999999,3,-571.3668271533288,565.4046748200018,-15.501975339993804,-77.78203833332736,1243.8380209700008,-1.8906289933338485,459.87215509333237,-1904.556090511096,1130.8093496400036,-22.145679057134007,-77.78203833332736,956.7984776692314,-1.1816431208336553,242.03797636491177,1130.8093496400036,t_2_roi,0.5,0.6,531.1000000000065,431.60000000000093,0.1,99.49999999999862,99.99999999999997,False,0.1,0.8,False,0.0
1949,12,24,89,58,49,4,1,5,156,18,12,17,1.4166666669999999,7,29215.14,2,-221.21880589000008,565.1133313700058,41.76169440666672,582.1330534033367,1357.7440919700002,273.8544905200033,830.7029770166682,-737.3960196333336,1130.2266627400115,59.65956343809532,582.1330534033367,1044.4185322846156,171.15905657500207,437.2120931666675,1130.2266627400115,t_2_roi,0.5,0.6,531.7000000000065,432.10000000000093,0.1,99.59999999999862,99.99999999999997,False,0.1,0.6,False,0.0
1921,14,30,11,11,49,276,121,5,222,62,14,38,2.714285714,5,269.762,0,-781.7061363299989,564.9167530866698,-107.32475724332836,728.0267198833399,866.1737499366736,61.64947528667108,640.0601027366712,-2605.6871210999966,1129.8335061733396,-153.32108177618338,728.0267198833399,666.2874999512874,38.53092205416942,336.87373828245853,1129.8335061733396,t_2_roi,0.5,0.6,532.3000000000065,432.60000000000093,0.1,99.69999999999861,99.99999999999997,False,0.1,0.1,True,0.1
393,3,6,6,3,4,0,0,5,0,0,7,12,1.714285714,1,1164.161,7,338.94164408333467,447.52812081,197.6385025200011,871.7200501066683,1332.8971965866667,668.1646537633369,573.2790752766664,1129.8054802777822,895.05624162,282.3407178857159,871.7200501066683,1025.3055358358974,417.60290860208556,301.72582909298234,1129.8054802777822,t_1_roi,0.3,0.4,532.7000000000065,432.90000000000094,0.1,99.7999999999986,99.99999999999997,False,0.1,2.0,False,0.0
1359,12,24,29,36,39,16,8,9,0,0,13,28,2.153846154,0,0.0,0,-457.07336288333505,564.3391787733362,140.13192058666573,1051.4804146933348,979.9332024966659,195.54790640000286,873.1271819133318,-1523.5778762777836,1128.6783575466725,200.18845798095106,1051.4804146933348,753.7947711512815,122.21744150000178,459.54062205964834,1128.6783575466725,t_2_roi,0.5,0.6,533.3000000000065,433.40000000000094,0.1,99.8999999999986,99.99999999999997,False,0.1,0.1,True,0.1
1825,14,30,34,29,37,1,0,6,0,0,3,3,1.0,0,5095.090999999999,1,-200.8461069833329,544.3253221099949,244.58146732000026,14.290922816669081,1464.50045847,312.73315447333147,371.4410866866601,-669.4870232777764,1088.6506442199898,349.402096171429,14.290922816669081,1126.5388142076922,195.45822154583215,195.4953087824527,1126.5388142076922,t_5_roi,1.3,1.4000000000000001,534.7000000000065,434.70000000000095,0.1,99.9999999999986,99.99999999999997,False,0.1,0.4,False,0.0
1627,14,29,20,25,31,0,0,7,0,0,0,0,0.0,0,12740.481000000002,6,-93.35490494666736,532.071761276663,275.7051331533303,118.638374393332,1462.3694167699994,402.70045184666105,254.2345643666613,-311.1830164888912,1064.143522553326,393.864475933329,118.638374393332,1124.899551361538,251.68778240416316,133.80766545613753,1124.899551361538,t_5_roi,1.3,1.4000000000000001,536.1000000000065,436.00000000000097,0.1,100.09999999999859,99.99999999999997,False,0.1,1.7,False,0.0
1409,5,15,34,20,37,0,0,6,0,0,5,10,2.0,0,0.0,1,275.55244901999816,382.235138343332,253.42922489666532,846.1029892566727,1460.446848033333,616.7999217733353,667.5528577899962,918.5081633999939,764.470276686664,362.04174985237904,846.1029892566727,1123.420652333333,385.4999511083345,351.3436093631559,1123.420652333333,t_5_roi,1.3,1.4000000000000001,537.5000000000065,437.300000000001,0.1,100.19999999999858,99.99999999999997,False,0.1,0.4,False,0.0
73,3,10,37,18,15,1,1,5,0,0,1,2,2.0,1,18273.59,7,282.99247112333705,359.6072175100016,240.88866597666808,737.9673951700024,1459.7513845733356,437.19229150666985,376.4736043000002,943.3082370777902,719.2144350200032,344.12666568095443,737.9673951700024,1122.8856804410273,273.2451821916686,198.144002263158,1122.8856804410273,t_5_roi,1.3,1.4000000000000001,538.9000000000065,438.600000000001,0.1,100.29999999999858,99.99999999999997,False,0.1,2.0,False,0.0
498,9,9,21,13,8,0,0,2,0,0,5,12,2.4,0,5759.951,0,336.67840741000185,448.6049353166668,293.2292085299992,967.9499615400059,1350.2804470099995,690.1040962866705,642.1393692733322,1122.2613580333395,897.2098706333336,418.8988693285703,967.9499615400059,1038.6772669307688,431.31506017916905,337.9680890912275,1122.2613580333395,t_1_roi,0.3,0.4,539.3000000000064,438.900000000001,0.1,100.39999999999857,99.99999999999997,False,0.1,0.1,True,0.1
1713,13,29,3,4,5,17,15,4,157,0,1,2,2.0,1,3378.639,5,-439.17150389999824,560.5863034133345,195.83111981666752,771.8864369333351,1152.5813803433375,151.2991720133341,163.13547929333436,-1463.9050129999941,1121.172606826669,279.7587425952393,771.8864369333351,886.6010618025673,94.56198250833381,85.86077857543914,1121.172606826669,t_2_roi,0.5,0.6,539.9000000000065,439.400000000001,0.1,100.49999999999856,99.99999999999997,False,0.1,1.4,False,0.0
903,6,12,2,1,1,6,4,16,0,0,1,3,3.0,0,0.0,6,133.18123447333528,368.8101938966684,255.11872666000042,1119.1299108366677,1069.1298217466674,460.2112997933354,183.94950569000142,443.93744824445093,737.6203877933368,364.4553238000006,1119.1299108366677,822.4075551897441,287.6320623708346,96.81552931052707,1119.1299108366677,t_4_roi,1.0,1.1,541.0000000000065,440.400000000001,0.1,100.59999999999856,99.99999999999997,False,0.1,1.7,False,0.0
1132,3,3,1,0,0,0,0,9,0,0,2,3,1.5,1,0.0,6,335.0485460166683,179.06993762333468,77.21131302000276,727.6977455166666,1239.6233782800016,511.8228172833342,177.26182401000096,1116.8284867222278,358.13987524666936,110.3018757428611,727.6977455166666,953.5564448307704,319.88926080208387,93.29569684736893,1116.8284867222278,t_1_roi,0.3,0.4,541.4000000000065,440.700000000001,0.1,100.69999999999855,99.99999999999997,False,0.1,1.7,False,0.0
155,5,10,2,1,1,7,3,5,0,0,1,2,2.0,1,0.0,0,237.7118591100029,550.3921872266687,405.7300841366678,1114.942792226669,1295.1684389933348,489.1778575366693,285.0641273033338,792.3728637000097,1100.7843744533375,579.6144059095254,1114.942792226669,996.2834146102575,305.7361609604183,150.03375121228095,1114.942792226669,t_4_roi,1.0,1.1,542.5000000000065,441.700000000001,0.1,100.79999999999855,99.99999999999997,False,0.1,0.1,True,0.1
870,6,6,39,26,16,6,1,8,0,0,4,5,1.25,0,10178.179,5,232.92435517000104,555.8631323200025,341.92690130999745,697.7634823433383,1447.0815432766674,519.6226499766664,713.5651335199938,776.4145172333368,1111.726264640005,488.46700187142494,697.7634823433383,1113.1396486743595,324.76415623541646,375.56059658947044,1113.1396486743595,t_5_roi,1.3,1.4000000000000001,543.9000000000065,443.000000000001,0.1,100.89999999999854,99.99999999999997,False,0.1,1.4,False,0.0
1951,7,8,3,3,2,19,6,6,0,0,1,2,2.0,0,0.0,6,181.0478424233361,483.4663435500029,414.5651125266672,1111.4385099166693,1213.9437454833342,494.72464243666855,298.4028162733344,603.492808077787,966.9326871000058,592.235875038096,1111.4385099166693,933.8028811410262,309.20290152291784,157.05411382807074,1111.4385099166693,t_4_roi,1.0,1.1,545.0000000000065,444.000000000001,0.1,100.99999999999854,99.99999999999997,False,0.1,1.7,False,0.0
1114,7,17,2,1,2,11,2,12,0,0,10,18,1.8,0,0.0,7,-95.53389218333176,491.9808408700019,167.14108045000103,1111.1510506333389,822.147381346671,457.5198950400045,575.0722419733347,-318.4463072777725,983.9616817400038,238.77297207143005,1111.1510506333389,632.4210625743623,285.9499344000028,302.66960103859725,1111.1510506333389,t_4_roi,1.0,1.1,546.1000000000065,445.000000000001,0.1,101.09999999999853,99.99999999999997,False,0.1,2.0,False,0.0
453,3,7,0,0,2,4,3,9,0,0,5,47,9.4,3,0.0,4,177.4047675866682,487.2990205233346,167.38297178666608,1110.5102538500046,1070.1618211433356,583.3595496033372,496.7261347599988,591.3492252888941,974.5980410466692,239.1185311238087,1110.5102538500046,823.2014008794889,364.59971850208575,261.4348077684204,1110.5102538500046,t_4_roi,1.0,1.1,547.2000000000065,446.000000000001,0.1,101.19999999999852,99.99999999999997,False,0.1,1.1,False,0.0
220,1,1,0,0,0,3,2,16,0,0,1,3,3.0,1,0.0,0,310.6139093033358,433.64144640666785,259.5742669433339,1108.7608831566668,1215.3210097333344,521.5936423633352,217.77387352333423,1035.379697677786,867.2828928133357,370.8203813476199,1108.7608831566668,934.862315179488,325.9960264770845,114.61782817017591,1108.7608831566668,t_4_roi,1.0,1.1,548.3000000000065,447.000000000001,0.1,101.29999999999852,99.99999999999997,False,0.1,0.1,True,0.1
158,11,17,64,44,46,2,0,6,0,0,7,12,1.714285714,4,23125.121,0,-87.29941910333582,540.9396928633369,119.94866270333205,680.9315381233373,1440.8372525733305,309.3898398733345,828.1568385866658,-290.9980636777861,1081.8793857266737,171.3552324333315,680.9315381233373,1108.336348133331,193.36864992083406,435.8720203087715,1108.336348133331,t_5_roi,1.3,1.4000000000000001,549.7000000000065,448.30000000000103,0.1,101.39999999999851,99.99999999999997,False,0.1,0.1,True,0.1
1895,14,28,32,30,33,1,1,46,0,0,1,1,1.0,1,4994.0109999999995,3,-181.80592820999848,533.174574376666,152.95148899333344,125.20524148666664,1440.1994894666684,270.490401416665,224.84033213999828,-606.019760699995,1066.349148753332,218.5021271333335,125.20524148666664,1107.8457611282065,169.05650088541563,118.33701691578858,1107.8457611282065,t_5_roi,1.3,1.4000000000000001,551.1000000000065,449.60000000000105,0.1,101.49999999999851,99.99999999999997,False,0.1,0.8,False,0.0
575,14,27,46,46,55,34,26,5,28,1,2,3,1.5,0,911.337,7,-674.0547239199977,553.6008651966704,150.74269352666667,649.7902829166687,1165.1700496133344,-173.80239874999916,550.4203865233358,-2246.849079733326,1107.2017303933408,215.34670503809525,649.7902829166687,896.2846535487188,-108.62649921874947,289.6949402754399,1107.2017303933408,t_2_roi,0.5,0.6,551.7000000000065,450.10000000000105,0.1,101.5999999999985,99.99999999999997,False,0.1,2.0,False,0.0
612,13,26,25,21,27,0,0,21,0,0,7,12,1.714285714,2,1916.346,5,-115.79661138333451,463.41067051666505,62.06735659999778,686.9818179000022,1438.2167089133343,400.14419835666376,634.9167995466614,-385.98870461111505,926.8213410333301,88.66765228571111,686.9818179000022,1106.3205453179494,250.09012397291485,334.166736603506,1106.3205453179494,t_5_roi,1.3,1.4000000000000001,553.1000000000065,451.40000000000106,0.1,101.6999999999985,99.99999999999997,False,0.1,1.4,False,0.0
404,1,4,3,1,2,4,3,11,0,0,1,3,3.0,0,21589.312,5,293.2052219300026,367.78166414333566,284.88114903000036,1106.260729333334,1149.0726160733348,554.8549321500018,204.00623399333423,977.3507397666754,735.5633282866713,406.97307004285767,1106.260729333334,883.9020123641036,346.7843325937511,107.37170210175486,1106.260729333334,t_4_roi,1.0,1.1,554.2000000000065,452.40000000000106,0.1,101.79999999999849,99.99999999999997,False,0.1,1.4,False,0.0
983,2,6,0,0,0,19,5,3,0,0,2,4,2.0,0,0.0,0,129.98982493667066,426.6462699433364,317.23720723333514,1104.8323065433376,1114.328348013336,428.7696783566703,300.4177966100028,433.29941645556886,853.2925398866728,453.19601033333595,1104.8323065433376,857.1756523179507,267.9810489729189,158.11462979473833,1104.8323065433376,t_4_roi,1.0,1.1,555.3000000000065,453.40000000000106,0.1,101.89999999999849,99.99999999999997,False,0.1,0.1,True,0.1
658,8,22,3,18,28,23,1,4,0,0,4,9,2.25,4,0.0,2,207.3102367600013,550.824060443334,204.7368039533353,979.7419250466736,1379.8333382466699,626.0517781566723,629.6067995233316,691.0341225333376,1101.648120886668,292.48114850476475,979.7419250466736,1061.410260189746,391.2823613479202,331.37199974912187,1101.648120886668,t_2_roi,0.5,0.6,555.9000000000066,453.90000000000106,0.1,101.99999999999848,99.99999999999997,False,0.1,0.6,False,0.0
1647,3,3,2,1,0,0,0,18,0,0,3,5,1.6666666669999999,3,0.0,3,330.37454986000193,266.4689868300002,75.3212624500011,878.61529931,1270.1038440866678,561.1394998000028,328.0963709966668,1101.2484995333398,532.9379736600004,107.60180350000158,878.61529931,977.0029569897445,350.71218737500175,172.68230052456147,1101.2484995333398,t_1_roi,0.3,0.4,556.3000000000065,454.20000000000107,0.1,102.09999999999847,99.99999999999997,False,0.1,0.8,False,0.0
914,1,9,0,0,19,6,2,7,0,0,2,6,3.0,1,25.546999999999997,4,142.77624547333653,452.8005034000025,237.28766755666808,1100.7335343400036,1215.7051814500028,466.0460281633395,313.60692127666925,475.9208182444551,905.601006800005,338.98238222381156,1100.7335343400036,935.1578318846175,291.27876760208716,165.05627435614173,1100.7335343400036,t_4_roi,1.0,1.1,557.4000000000066,455.20000000000107,0.1,102.19999999999847,99.99999999999997,False,0.1,1.1,False,0.0
