c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,label,exp_group,ID,A1_value_gain,A2_value_gain,A3_value_gain,A4_value_gain,A5_value_gain,A6_value_gain,A7_value_gain
6,10,76,38,34,26,6,4,0,0,1,1,1,0,0,6,1033,124.8898526,717.5380186,323.3044797,-6.050387741,176.7262311,299.7999742,517.2332925
13,29,13,15,31,2,0,5,0,0,29,56,1.931034483,4,21198.361,6,1034,124.8898526,-942.1926331,323.3044797,-6.050387741,176.7262311,-546.1908036,517.2332925
14,30,167,227,301,4,1,13,0,0,21,34,1.619047619,3,21811.197,5,1035,124.8898526,127.5414924,742.2291416,406.6208889,1322.492043,-546.1908036,1650.958762
14,30,30,29,28,3,2,14,0,0,30,279,9.3,0,1193.497,3,1036,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,299.7999742,-204.3292986
14,30,14,13,14,42,12,7,0,0,30,172,5.733333333,2,4460.194,4,1037,-874.6775238,-588.1997138,323.3044797,530.7908473,599.4670046,977.759175,-2438.982267
14,29,2,2,1,10,6,3,0,0,28,56,2,0,2018.18,1,1038,349.2260435,436.8222744,2476.936536,2080.846259,1322.492043,1074.45138,6285.66289
14,30,54,57,69,1,1,5,0,0,29,48,1.655172414,2,22288.925,2,1039,1205.225628,3711.384935,1390.669249,1167.104395,1759.319369,761.5297225,604.8433211
14,30,11,22,24,2,0,8,0,0,30,78,2.6,3,13962.358,6,1040,124.8898526,-1082.741078,323.3044797,-227.0923968,599.4670046,-70.52760062,240.3578818
8,20,16,11,20,22,7,5,0,0,3,4,1.333333333,0,0,0,1041,124.8898526,838.9489081,1448.706815,-421.9358314,1759.319369,4207.388996,604.8433211
14,30,52,67,80,258,118,10,3546,4,2,2,1,0,1627.546,7,1042,124.8898526,436.8222744,742.2291416,-6.050387741,176.7262311,977.759175,517.2332925
13,28,35,30,27,61,37,9,43,0,8,16,2,0,1235.747,5,1043,124.8898526,3101.621018,-74.49924642,2080.846259,1322.492043,761.5297225,13.85384394
11,25,8,17,31,4,1,9,0,0,2,2,1,0,0,0,1044,124.8898526,-1082.741078,-74.49924642,-421.9358314,-383.6288149,-70.52760062,604.8433211
14,29,40,36,44,211,167,11,0,0,24,29,1.208333333,0,10269.689,2,1045,124.8898526,-295.3529355,-781.7652567,-227.0923968,-375.3436775,-546.1908036,-204.3292986
14,30,14,11,16,2,1,12,0,0,30,121,4.033333333,2,459.822,2,1046,124.8898526,838.9489081,323.3044797,932.4725869,599.4670046,-70.52760062,240.3578818
10,10,22,12,7,0,0,4,0,0,11,63,5.727272727,11,0,1,1047,124.8898526,170.0850332,323.3044797,932.4725869,599.4670046,3520.290046,2365.330941
7,22,3,1,14,3,2,5,0,0,0,0,0,0,0,6,1048,124.8898526,1104.935033,-74.49924642,2080.846259,1322.492043,1074.45138,1650.958762
14,29,103,89,97,7,3,6,0,0,10,17,1.7,0,13656.031,0,1049,124.8898526,838.9489081,323.3044797,-6.050387741,176.7262311,2043.412915,877.2049144
3,6,0,0,0,8,1,6,0,0,0,0,0,0,0,1,1050,124.8898526,1104.935033,742.2291416,406.6208889,1322.492043,1074.45138,1650.958762
14,30,19,16,20,51,15,12,0,0,29,32,1.103448276,2,8821.972,6,1051,124.8898526,170.0850332,323.3044797,932.4725869,599.4670046,299.7999742,517.2332925
9,9,107,62,37,31,27,16,1,6,10,40,4,4,11116.025,7,1052,124.8898526,-356.6506163,323.3044797,-227.0923968,-375.3436775,-70.52760062,240.3578818
6,12,2,7,7,6,0,5,0,0,4,4,1,0,392.627,4,1053,2547.420966,4315.200358,1390.669249,1167.104395,-383.6288149,761.5297225,604.8433211
7,14,13,13,9,14,2,5,0,0,6,9,1.5,0,2371.199,2,1054,124.8898526,-356.6506163,-74.49924642,2080.846259,1322.492043,2043.412915,1650.958762
7,11,10,10,6,14,6,12,0,0,0,0,0,0,0,3,1055,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,-546.1908036,-204.3292986
8,18,2,1,1,4,1,12,0,0,15,19,1.266666667,1,92.144,4,1056,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,299.7999742,517.2332925
14,30,37,33,34,20,18,5,296,0,30,359,11.96666667,6,2271.253,0,1057,124.8898526,-1082.741078,-74.49924642,-421.9358314,-383.6288149,-70.52760062,604.8433211
14,19,68,59,41,0,0,6,0,0,4,5,1.25,0,680.824,7,1058,124.8898526,729.3458261,-74.49924642,-421.9358314,-383.6288149,-70.52760062,1124.440126
14,28,2,1,16,5,0,17,0,0,2,2,1,0,3630.403,2,1059,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,299.7999742,517.2332925
14,30,24,54,76,77,11,16,0,0,7,7,1,0,4857.341,0,1060,-1511.451187,1104.935033,-74.49924642,-421.9358314,-383.6288149,-1483.580191,-893.9239651
14,30,7,10,28,5,0,4,0,0,28,84,3,5,0,1,1061,1205.225628,380.6326524,1390.669249,1167.104395,-383.6288149,761.5297225,604.8433211
6,19,4,2,7,0,0,38,93,0,2,2,1,0,0,4,1062,1205.225628,380.6326524,1390.669249,2080.846259,4563.048435,761.5297225,6285.66289
14,27,71,68,51,0,0,6,0,0,28,66,2.357142857,10,8444.767,5,1063,1788.118935,436.8222744,1448.706815,2080.846259,1322.492043,-70.52760062,1650.958762
14,29,68,59,75,22,7,14,0,0,4,5,1.25,1,7038.962,0,1064,124.8898526,-356.6506163,323.3044797,-227.0923968,176.7262311,1074.45138,2365.330941
14,28,9,11,14,9,0,4,0,0,29,107,3.689655172,4,4629.889,3,1065,124.8898526,1104.935033,-74.49924642,-421.9358314,-383.6288149,-70.52760062,-893.9239651
11,26,6,9,13,4,4,7,0,0,1,1,1,0,1492.114,7,1066,124.8898526,729.3458261,323.3044797,-6.050387741,176.7262311,-70.52760062,240.3578818
4,4,30,21,12,3,0,5,1,2,2,3,1.5,0,0,5,1067,524.4545172,-588.1997138,323.3044797,-2550.693724,-492.6130005,761.5297225,2365.330941
5,8,0,0,0,1,1,15,0,0,0,0,0,0,0,6,1068,-874.6775238,-588.1997138,-271.138657,-2550.693724,599.4670046,761.5297225,-1815.377758
14,30,44,41,54,54,6,10,0,0,2,2,1,1,20166.898,7,1069,124.8898526,-356.6506163,2476.936536,2080.846259,1322.492043,1074.45138,1650.958762
8,21,3,1,1,56,51,7,3,2,1,1,1,0,0,5,1070,124.8898526,436.8222744,742.2291416,406.6208889,1322.492043,1074.45138,1650.958762
12,12,20,12,7,1,0,12,0,0,12,40,3.333333333,7,0,5,1071,124.8898526,127.5414924,323.3044797,-6.050387741,176.7262311,1074.45138,1070.901566
12,23,24,26,33,18,14,5,0,0,4,4,1,0,6674.87,7,1072,124.8898526,717.5380186,-459.2245904,-227.0923968,176.7262311,-546.1908036,-204.3292986
14,30,205,238,237,1098,56,9,483,29,0,0,0,0,18208.083,5,1073,124.8898526,-356.6506163,323.3044797,932.4725869,-375.3436775,3520.290046,2365.330941
7,13,6,11,11,1,1,5,0,0,2,3,1.5,0,0,2,1074,349.2260435,-356.6506163,-74.49924642,-421.9358314,-383.6288149,-70.52760062,-893.9239651
14,26,9,8,10,16,0,4,0,0,25,40,1.6,0,0,7,1075,1788.118935,838.9489081,323.3044797,-227.0923968,-492.6130005,2043.412915,2365.330941
10,25,1,1,0,2,0,12,0,0,0,0,0,0,58.71,2,1076,124.8898526,436.8222744,-74.49924642,2080.846259,1322.492043,-70.52760062,1650.958762
1,1,1,0,0,6,0,4,0,0,0,0,0,0,240.005,3,1077,124.8898526,623.4118897,-1951.416695,932.4725869,599.4670046,-546.1908036,-207.5322673
7,8,21,15,12,15,2,4,0,0,6,15,2.5,5,5771.639,0,1078,124.8898526,-1082.741078,323.3044797,-1663.265944,599.4670046,-1483.580191,-207.5322673
14,30,3,2,3,1,0,8,0,0,28,37,1.321428571,2,105.346,2,1079,124.8898526,436.8222744,323.3044797,-6.050387741,176.7262311,299.7999742,517.2332925
14,28,3,6,10,0,0,5,0,0,26,30,1.153846154,1,14886.674,5,1080,124.8898526,729.3458261,323.3044797,-227.0923968,176.7262311,-70.52760062,3138.29535
11,18,11,14,13,0,0,7,0,0,5,5,1,4,0,6,1081,124.8898526,1104.935033,742.2291416,406.6208889,1322.492043,299.7999742,1650.958762
5,9,0,0,0,2,1,3,0,0,4,5,1.25,1,27280.529,4,1082,124.8898526,436.8222744,2476.936536,2080.846259,1322.492043,6036.039715,6285.66289
14,30,31,28,32,3,3,3,0,0,30,255,8.5,21,7062.83,3,1083,124.8898526,-3321.072145,323.3044797,932.4725869,176.7262311,1074.45138,2365.330941
14,30,25,20,30,617,213,9,609,0,2,2,1,0,2.463,4,1084,124.8898526,3101.621018,323.3044797,932.4725869,599.4670046,977.759175,-207.5322673
1,1,0,0,0,0,0,12,0,0,1,1,1,0,0,1,1085,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,299.7999742,517.2332925
1,1,3,1,1,4,0,13,0,0,2,5,2.5,0,7676.329,6,1086,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,-546.1908036,517.2332925
14,21,52,54,39,1,0,9,0,0,21,98,4.666666667,15,20673.567,6,1087,124.8898526,-356.6506163,-74.49924642,2080.846259,1322.492043,977.759175,1650.958762
3,12,2,1,4,168,126,7,0,0,5,5,1,1,0,5,1088,124.8898526,-249.3268403,-2852.946005,-227.0923968,-375.3436775,-546.1908036,-204.3292986
1,3,3,1,1,131,20,7,0,2,0,0,0,0,0,4,1089,124.8898526,-249.3268403,-459.2245904,-227.0923968,599.4670046,-546.1908036,-204.3292986
11,26,4,4,4,0,0,8,0,0,25,51,2.04,1,5646.271,5,1090,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,299.7999742,517.2332925
6,21,0,4,18,214,123,6,0,0,5,6,1.2,0,7784.895,7,1091,-874.6775238,1644.313426,323.3044797,-438.7345687,599.4670046,761.5297225,240.3578818
7,15,4,2,7,7,5,11,0,0,8,10,1.25,4,1503.391,6,1092,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,299.7999742,-204.3292986
10,25,0,2,3,1,1,11,0,0,24,28,1.166666667,0,0,5,1093,124.8898526,-249.3268403,330.0070945,-6.050387741,176.7262311,299.7999742,-204.3292986
13,26,7,7,7,13,4,14,224,0,3,3,1,0,0,2,1094,124.8898526,838.9489081,1448.706815,406.6208889,1322.492043,-70.52760062,1650.958762
14,30,10,14,20,0,0,0,0,0,29,47,1.620689655,0,112.004,1,1095,124.8898526,1104.935033,742.2291416,406.6208889,1322.492043,-546.1908036,3448.646477
14,30,12,11,14,2,0,5,0,0,30,40,1.333333333,1,7476.635,4,1096,124.8898526,436.8222744,323.3044797,932.4725869,-375.3436775,1074.45138,2365.330941
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,1097,124.8898526,717.5380186,-781.7652567,-227.0923968,176.7262311,-546.1908036,-204.3292986
9,17,9,20,18,2,2,7,0,0,5,5,1,1,3139.151,5,1098,124.8898526,436.8222744,323.3044797,932.4725869,599.4670046,-546.1908036,517.2332925
14,30,15,13,18,29,26,7,4,0,5,5,1,0,4702.388,7,1099,124.8898526,436.8222744,-74.49924642,2080.846259,1322.492043,2043.412915,1650.958762
14,29,25,47,69,3,1,5,0,0,8,10,1.25,1,10360.456,2,1100,124.8898526,436.8222744,323.3044797,-6.050387741,176.7262311,2043.412915,1070.901566
14,30,101,121,136,12,5,3,0,0,23,40,1.739130435,1,22002.397,6,1101,4834.166724,3711.384935,4422.695293,6214.014062,7732.261087,3520.290046,1650.958762
7,18,2,2,2,13,1,4,0,0,15,19,1.266666667,0,1747.218,0,1102,124.8898526,190.4266132,323.3044797,-227.0923968,176.7262311,-546.1908036,517.2332925
11,23,16,13,18,167,142,12,0,0,2,2,1,2,6925.54,5,1103,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,299.7999742,517.2332925
14,30,18,20,25,10,6,10,0,0,17,29,1.705882353,2,14394.676,4,1104,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,299.7999742,517.2332925
14,30,47,47,49,8,1,9,1947,2,2,2,1,1,0,6,1105,124.8898526,-249.3268403,330.0070945,-6.050387741,176.7262311,299.7999742,-204.3292986
14,30,48,74,98,2,2,18,0,0,21,49,2.333333333,4,1033.022,3,1106,124.8898526,-356.6506163,742.2291416,406.6208889,1322.492043,299.7999742,1650.958762
14,30,24,20,28,0,0,5,0,0,29,137,4.724137931,4,7528.126,3,1107,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,299.7999742,517.2332925
14,30,37,34,60,0,0,10,0,1,13,18,1.384615385,3,21971.812,1,1108,124.8898526,436.8222744,-74.49924642,2080.846259,1322.492043,-70.52760062,1650.958762
14,30,53,61,90,8,0,14,0,0,29,63,2.172413793,1,5347.951,6,1109,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,299.7999742,517.2332925
14,23,44,38,36,3,3,10,0,0,24,80,3.333333333,8,27.344,1,1110,1788.118935,380.6326524,1448.706815,1167.104395,1759.319369,761.5297225,6285.66289
14,29,13,16,19,182,79,4,2,0,17,32,1.882352941,0,16293.869,4,1111,1205.225628,1747.844471,1390.669249,6214.014062,1375.892765,761.5297225,1959.988243
14,30,50,77,74,0,0,5,0,0,29,191,6.586206897,13,10845.806,1,1112,124.8898526,170.0850332,323.3044797,932.4725869,599.4670046,-1483.580191,-207.5322673
6,8,0,0,0,3,0,12,0,0,2,2,1,1,0,1,1113,124.8898526,2641.821001,-271.138657,-227.0923968,176.7262311,-546.1908036,-207.5322673
7,17,2,1,2,11,2,12,0,0,10,18,1.8,0,0,7,1114,2547.420966,170.0850332,323.3044797,-227.0923968,599.4670046,761.5297225,240.3578818
2,2,26,13,7,68,45,6,0,0,1,3,3,0,0,5,1115,124.8898526,729.3458261,323.3044797,-1663.265944,-375.3436775,-546.1908036,-207.5322673
8,15,2,7,8,0,0,11,0,0,4,5,1.25,0,3128.097,5,1116,124.8898526,1104.935033,2476.936536,406.6208889,1322.492043,6036.039715,3448.646477
11,26,6,5,5,65,59,7,15,9,0,0,0,0,30960.368,5,1117,124.8898526,-356.6506163,323.3044797,-6.050387741,176.7262311,-70.52760062,-1815.377758
12,27,46,37,47,168,69,17,0,0,6,6,1,1,13672.897,2,1118,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,-546.1908036,-204.3292986
1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,7,1119,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,299.7999742,-204.3292986
14,30,5,4,9,1,1,9,0,0,29,42,1.448275862,2,6455.959,2,1120,124.8898526,717.5380186,323.3044797,-6.050387741,176.7262311,1074.45138,877.2049144
13,29,15,14,22,25,20,9,0,0,3,3,1,1,3916.972,0,1121,-1511.451187,-1082.741078,1448.706815,-421.9358314,1759.319369,-70.52760062,-893.9239651
14,30,19,20,25,0,0,14,0,0,30,65,2.166666667,0,8430.13,5,1122,124.8898526,190.4266132,323.3044797,-227.0923968,176.7262311,-546.1908036,-207.5322673
14,30,74,59,57,619,290,2,663,2,0,0,0,0,1610.383,5,1123,124.8898526,-356.6506163,-74.49924642,406.6208889,1322.492043,-70.52760062,1650.958762
14,30,17,13,16,5,0,4,0,0,27,39,1.444444444,1,3468.437,1,1124,124.8898526,-356.6506163,323.3044797,-1663.265944,599.4670046,-546.1908036,-207.5322673
13,29,19,16,14,20,14,5,0,0,17,23,1.352941176,2,406.727,7,1125,124.8898526,170.0850332,323.3044797,932.4725869,599.4670046,761.5297225,240.3578818
14,30,106,74,76,130,4,11,1084,21,6,38,6.333333333,5,32202.129,7,1126,-1511.451187,-356.6506163,-74.49924642,-421.9358314,-383.6288149,-70.52760062,-893.9239651
14,24,8,6,7,15,8,10,0,0,19,24,1.263157895,0,0,0,1127,124.8898526,3101.621018,323.3044797,932.4725869,599.4670046,2043.412915,2365.330941
14,28,33,44,56,3,0,5,0,0,7,12,1.714285714,1,9454.681,5,1128,124.8898526,190.4266132,323.3044797,932.4725869,-375.3436775,-546.1908036,517.2332925
14,30,7,7,6,5,1,8,0,0,30,38,1.266666667,2,3003.756,6,1129,124.8898526,-249.3268403,330.0070945,-6.050387741,176.7262311,299.7999742,-204.3292986
6,12,9,6,23,12,3,5,227,3,1,1,1,0,0,4,1130,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,1074.45138,877.2049144
14,30,7,4,5,10,0,4,0,0,29,38,1.310344828,0,360.01,0,1131,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,299.7999742,-204.3292986
3,3,1,0,0,0,0,9,0,0,2,3,1.5,1,0,6,1132,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,299.7999742,-204.3292986
14,28,44,31,46,75,54,4,0,0,4,8,2,1,6021.985,4,1133,124.8898526,-295.3529355,323.3044797,932.4725869,599.4670046,977.759175,-207.5322673
14,30,5,5,6,4,4,18,0,0,30,39,1.3,1,2040.015,1,1134,-2927.268794,-1082.741078,323.3044797,932.4725869,599.4670046,761.5297225,240.3578818
14,30,26,26,48,6,3,6,0,0,20,33,1.65,4,0,6,1135,124.8898526,436.8222744,323.3044797,-1663.265944,176.7262311,-546.1908036,517.2332925
13,29,7,14,17,6,1,8,0,0,29,63,2.172413793,2,9100.693,5,1136,124.8898526,436.8222744,742.2291416,406.6208889,1322.492043,1074.45138,1650.958762
14,30,9,8,11,9,5,5,0,0,29,39,1.344827586,3,16615.159,4,1137,124.8898526,190.4266132,323.3044797,932.4725869,599.4670046,-546.1908036,-207.5322673
8,16,50,30,32,212,26,5,120,2,6,12,2,1,8256.541,6,1138,124.8898526,436.8222744,-74.49924642,406.6208889,1322.492043,2043.412915,1650.958762
14,30,51,38,42,133,116,5,0,0,29,47,1.620689655,3,12742.753,2,1139,124.8898526,3101.621018,742.2291416,406.6208889,1322.492043,1074.45138,1650.958762
10,20,6,5,4,207,109,12,62,28,1,1,1,0,10913.498,2,1140,124.8898526,-356.6506163,-271.138657,-6.050387741,176.7262311,-70.52760062,240.3578818
14,30,322,251,268,101,91,6,0,0,17,23,1.352941176,2,9996.613,5,1141,124.8898526,-942.1926331,-459.2245904,-227.0923968,-375.3436775,-546.1908036,-204.3292986
14,28,21,16,16,2,0,3,0,0,25,195,7.8,17,936.635,7,1142,124.8898526,-356.6506163,-271.138657,-6.050387741,-35.5484398,1074.45138,877.2049144
13,29,10,15,23,6,0,5,0,0,28,39,1.392857143,1,119.984,1,1143,124.8898526,127.5414924,742.2291416,406.6208889,1322.492043,299.7999742,1650.958762
14,30,32,42,48,258,158,12,0,0,7,10,1.428571429,1,10954.412,4,1144,124.8898526,-249.3268403,330.0070945,-6.050387741,176.7262311,-546.1908036,-204.3292986
14,29,10,17,13,5,0,16,0,0,28,63,2.25,2,847.688,2,1145,124.8898526,190.4266132,323.3044797,932.4725869,599.4670046,2043.412915,2365.330941
12,28,22,18,31,83,27,12,0,0,2,2,1,0,3577.56,3,1146,124.8898526,-356.6506163,742.2291416,406.6208889,1322.492043,1074.45138,1650.958762
5,15,0,0,1,57,40,24,0,0,5,5,1,0,0,7,1147,-874.6775238,-588.1997138,323.3044797,-1076.277429,599.4670046,761.5297225,-1815.377758
12,28,19,14,18,628,569,5,22,0,0,0,0,0,0,6,1148,124.8898526,4315.200358,-74.49924642,1167.104395,-383.6288149,299.7999742,604.8433211
14,30,170,151,168,52,26,16,0,0,24,46,1.916666667,4,13721.988,1,1149,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,299.7999742,-204.3292986
8,17,6,8,14,42,22,5,85,0,1,2,2,1,100.162,2,1150,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,299.7999742,-204.3292986
12,28,4,3,4,5,1,21,0,0,28,30,1.071428571,0,119.999,0,1151,124.8898526,-295.3529355,1422.43522,932.4725869,599.4670046,299.7999742,1439.555863
1,1,2,1,0,8,6,11,0,0,0,0,0,0,615.128,5,1152,124.8898526,-356.6506163,323.3044797,932.4725869,599.4670046,299.7999742,517.2332925
11,22,15,9,7,9,3,4,0,0,5,5,1,0,0,2,1153,124.8898526,-356.6506163,323.3044797,932.4725869,599.4670046,977.759175,-207.5322673
14,30,9,8,9,0,0,5,0,0,28,34,1.214285714,3,1795.608,4,1154,124.8898526,729.3458261,1448.706815,-421.9358314,-375.3436775,-1483.580191,1124.440126
1,1,0,0,0,0,0,6,0,0,1,3,3,0,0,3,1155,524.4545172,-588.1997138,323.3044797,-1076.277429,599.4670046,761.5297225,240.3578818
13,29,139,102,99,65,5,6,0,0,25,29,1.16,0,6980.97,7,1156,124.8898526,838.9489081,1448.706815,-421.9358314,1759.319369,-70.52760062,1124.440126
2,2,1,0,0,21,5,8,0,0,1,1,1,0,0,4,1157,124.8898526,1104.935033,2476.936536,2080.846259,1322.492043,977.759175,1650.958762
11,27,23,22,40,2,0,4,0,0,0,0,0,0,5964.822,5,1158,2547.420966,3711.384935,1448.706815,1167.104395,1759.319369,761.5297225,604.8433211
14,30,10,9,10,1,0,4,0,0,30,127,4.233333333,4,1329.329,2,1159,124.8898526,1644.313426,323.3044797,932.4725869,599.4670046,3520.290046,2365.330941
14,30,35,24,31,13,3,10,48,0,30,142,4.733333333,5,11065.193,7,1160,1205.225628,380.6326524,1390.669249,1167.104395,1759.319369,761.5297225,604.8433211
14,30,26,29,34,74,36,2,200,0,30,268,8.933333333,15,6118.337,5,1161,124.8898526,-942.1926331,-2852.946005,932.4725869,176.7262311,-546.1908036,-204.3292986
14,30,59,54,59,6,3,12,0,0,30,84,2.8,2,8210.604,3,1162,1205.225628,3711.384935,1390.669249,3193.752769,-383.6288149,761.5297225,604.8433211
3,5,13,6,4,28,18,17,0,3,2,2,1,1,0,5,1163,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,299.7999742,-204.3292986
14,29,24,23,18,1,0,5,0,0,29,74,2.551724138,1,2160.18,0,1164,124.8898526,-295.3529355,323.3044797,-227.0923968,599.4670046,-1483.580191,-207.5322673
13,29,18,20,24,18,4,16,0,0,28,71,2.535714286,1,9872.466,4,1165,124.8898526,-356.6506163,323.3044797,-6.050387741,176.7262311,-70.52760062,240.3578818
14,30,161,175,206,46,19,9,0,0,17,21,1.235294118,2,3802.982,1,1166,124.8898526,127.5414924,323.3044797,-6.050387741,176.7262311,977.759175,517.2332925
14,30,3,3,3,7,0,10,0,0,28,32,1.142857143,1,0,2,1167,124.8898526,3101.621018,323.3044797,932.4725869,599.4670046,299.7999742,517.2332925
14,30,20,19,26,1,1,11,0,0,24,32,1.333333333,1,4428.354,5,1168,124.8898526,729.3458261,-74.49924642,-421.9358314,-383.6288149,-70.52760062,604.8433211
4,10,0,0,1,5,1,7,0,0,1,1,1,1,0,1,1169,-1511.451187,838.9489081,1448.706815,1167.104395,1759.319369,-70.52760062,1959.988243
7,22,3,9,10,3,0,13,0,0,21,24,1.142857143,0,0,0,1170,124.8898526,190.4266132,323.3044797,932.4725869,-375.3436775,299.7999742,-207.5322673
13,29,12,8,11,18,16,7,0,0,28,48,1.714285714,2,1800.012,7,1171,124.8898526,-249.3268403,-257.2928285,-227.0923968,176.7262311,-546.1908036,-204.3292986
14,30,45,42,36,65,58,6,0,0,8,9,1.125,0,9249.829,0,1172,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,299.7999742,-204.3292986
14,30,44,36,41,37,30,6,5293,15,0,0,0,0,0,2,1173,124.8898526,-1082.741078,-74.49924642,1167.104395,-383.6288149,-1483.580191,13.85384394
3,9,0,0,2,9,1,3,0,0,0,0,0,0,0,4,1174,124.8898526,4315.200358,-74.49924642,2080.846259,4563.048435,761.5297225,1650.958762
14,30,116,131,161,3,0,5,0,0,17,26,1.529411765,1,0,3,1175,1205.225628,380.6326524,3618.48549,6214.014062,7732.261087,761.5297225,1959.988243
14,29,20,21,17,37,17,11,0,0,28,47,1.678571429,3,20899.106,0,1176,124.8898526,190.4266132,-271.138657,-6.050387741,176.7262311,1074.45138,877.2049144
4,4,0,1,0,19,8,12,0,0,1,1,1,0,0,7,1177,124.8898526,-249.3268403,330.0070945,-6.050387741,176.7262311,-546.1908036,-204.3292986
14,30,70,84,104,116,26,4,0,0,30,161,5.366666667,12,43108.553,5,1178,124.8898526,-356.6506163,742.2291416,406.6208889,1322.492043,1074.45138,1650.958762
14,30,4,4,4,2,0,3,0,0,30,54,1.8,0,4066.135,1,1179,1788.118935,380.6326524,2476.936536,2080.846259,1322.492043,3520.290046,6285.66289
1,14,0,0,19,1,0,4,0,0,1,1,1,0,6408.518,4,1180,124.8898526,1104.935033,742.2291416,406.6208889,1322.492043,1074.45138,3448.646477
14,26,20,14,20,32,13,2,0,0,26,60,2.307692308,0,5495.543,1,1181,124.8898526,1104.935033,2476.936536,2080.846259,1322.492043,1074.45138,1650.958762
14,30,101,100,119,9,0,18,0,0,30,35,1.166666667,1,8651.627,4,1182,124.8898526,-356.6506163,323.3044797,-227.0923968,-375.3436775,-546.1908036,-207.5322673
14,30,78,80,108,62,17,4,0,0,6,7,1.166666667,0,273.686,4,1183,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,299.7999742,-204.3292986
14,30,15,22,24,29,13,11,74,0,1,1,1,1,100.76,2,1184,124.8898526,436.8222744,323.3044797,-1663.265944,-375.3436775,-546.1908036,517.2332925
1,1,0,0,0,7,7,4,0,0,0,0,0,0,0,5,1185,1205.225628,380.6326524,1390.669249,1167.104395,-383.6288149,761.5297225,1959.988243
1,1,0,0,0,0,0,24,0,0,0,0,0,0,0,5,1186,124.8898526,838.9489081,323.3044797,932.4725869,176.7262311,-70.52760062,3138.29535
13,29,22,51,68,17,0,5,7,0,29,420,14.48275862,5,2139.771,7,1187,124.8898526,436.8222744,742.2291416,406.6208889,1322.492043,299.7999742,1650.958762
13,17,13,11,10,7,4,5,0,0,2,5,2.5,2,0,5,1188,124.8898526,380.6326524,-271.138657,932.4725869,599.4670046,761.5297225,240.3578818
14,30,19,15,29,43,27,11,238,0,1,6,6,1,1435.765,0,1189,124.8898526,-356.6506163,2476.936536,406.6208889,1322.492043,6036.039715,6285.66289
14,30,45,45,64,99,45,13,63,0,22,30,1.363636364,1,7075.073,4,1190,124.8898526,-356.6506163,323.3044797,-6.050387741,176.7262311,2043.412915,877.2049144
14,25,12,18,26,8,4,9,1242,0,0,0,0,0,8756.504,5,1191,124.8898526,-356.6506163,2476.936536,2080.846259,1322.492043,1074.45138,1650.958762
14,23,177,186,169,37,20,0,5188,15,1,1,1,0,0,3,1192,124.8898526,1644.313426,323.3044797,-1663.265944,599.4670046,-546.1908036,-207.5322673
14,21,35,38,35,0,0,12,0,0,20,52,2.6,1,0,0,1193,124.8898526,729.3458261,323.3044797,-1663.265944,176.7262311,-546.1908036,-207.5322673
9,18,65,39,26,31,21,8,0,0,3,4,1.333333333,1,49.656,3,1194,-874.6775238,-588.1997138,323.3044797,-1076.277429,599.4670046,761.5297225,240.3578818
14,30,34,40,40,37,9,3,0,0,13,25,1.923076923,1,9909.322,5,1195,524.4545172,170.0850332,-1951.416695,932.4725869,599.4670046,977.759175,-207.5322673
14,30,84,92,105,8,0,12,0,0,30,88,2.933333333,2,15403.521,5,1196,124.8898526,127.5414924,323.3044797,-6.050387741,176.7262311,977.759175,517.2332925
2,4,0,0,0,0,0,9,0,0,0,0,0,0,0,3,1197,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,299.7999742,-204.3292986
12,26,10,11,16,29,15,3,0,0,6,7,1.166666667,1,5339.25,0,1198,124.8898526,436.8222744,323.3044797,-6.050387741,176.7262311,1074.45138,877.2049144
2,4,0,0,0,4,1,13,0,0,2,2,1,0,0,4,1199,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,299.7999742,-204.3292986
