exp_group,predict_1,predict_2,predict_3,predict_4,predict_5,predict_6,predict_7
4,-887.784,472.465,-181.59599999999998,-524.304,958.887,-252.09599999999998,737.025
1,-811.3760000000001,731.127,-367.976,-431.48400000000004,735.544,-310.481,977.1560000000001
3,325.72900000000004,202.415,242.00599999999997,676.939,833.082,444.36800000000005,263.89099999999996
1,-23.7368,338.171,12.343,1219.33,1673.11,301.17,631.515
1,-865.9860000000001,-927.73,-700.034,-316.596,-35.7087,-145.609,-153.401
4,-884.0139999999999,-488.71,-599.668,-324.816,-62.1184,-158.864,-162.33100000000002
2,-640.533,794.405,-299.066,1206.26,496.384,-636.08,1113.43
1,-1045.07,178.025,-432.69199999999995,-865.6360000000001,387.999,-144.968,284.366
2,-975.943,-94.1273,-326.478,-7.09422,199.207,-6.244280000000001,279.056
0,-2303.53,-1153.83,-921.637,-1045.97,3.51988,-287.92,-266.37
0,-319.51099999999997,-250.87400000000002,-620.711,1719.72,721.051,-125.19,457.836
3,-432.685,697.079,-136.175,-224.245,852.832,-42.6704,774.253
4,-27.21,260.26099999999997,-210.925,343.584,496.659,278.97,382.855
0,-1626.14,-1237.88,-718.668,-859.9069999999999,-291.02099999999996,11.4737,564.036
3,479.30300000000005,324.76099999999997,506.194,684.4739999999999,966.2810000000001,517.349,148.19
7,-900.505,548.104,-264.723,2690.3,-499.92,-831.404,1234.83
4,645.25,323.366,-4.94957,2353.61,1891.35,435.344,757.069
2,-361.555,364.186,-398.224,356.165,530.085,188.99400000000003,51.9984
0,-340.603,489.634,113.743,1753.61,1604.53,84.8628,962.122
1,-405.404,506.44,-41.5884,849.335,640.17,148.297,1211.36
5,-677.556,323.067,149.27100000000002,-175.785,972.6,-238.405,545.808
4,-19.9007,361.267,31.3858,-23.9594,1060.16,-69.6118,407.796
7,-3042.6,-2131.73,-2638.69,-801.1610000000001,-659.65,-966.068,-220.22799999999998
2,270.23400000000004,123.56700000000001,205.767,606.374,893.5880000000001,275.755,151.839
4,254.74599999999998,331.086,154.048,2093.41,1952.75,252.4,800.802
5,445.801,178.32299999999998,358.94,717.477,935.408,516.219,66.0488
0,-2286.49,-182.516,-1281.22,-2.66205,-1775.03,-1158.84,624.633
5,-507.14300000000003,-458.11699999999996,-1117.55,1173.92,824.727,-466.70099999999996,540.559
7,-1791.62,-65.4657,-407.265,-663.566,-162.248,-923.475,509.423
3,444.065,425.12800000000004,158.93,3011.88,1917.66,139.945,1058.79
5,-1388.73,-227.33599999999998,-363.05199999999996,-834.217,6.841130000000001,-652.831,245.12400000000002
5,481.49699999999996,314.55,487.457,677.155,954.809,503.709,158.91299999999998
5,368.60400000000004,594.07,347.889,349.181,1448.31,172.812,792.674
4,-1416.0,-439.32599999999996,-1048.66,2429.25,-993.128,-883.258,490.772
5,316.008,175.958,281.157,736.17,711.7610000000001,443.07300000000004,201.17
5,-1221.74,-644.3919999999999,-644.85,-299.663,58.2934,-402.103,226.66099999999997
4,-899.268,-641.4019999999999,-773.7769999999999,-209.627,-92.0312,-153.57,-211.325
1,-1063.72,175.59599999999998,-326.222,10.0507,173.517,-593.0219999999999,866.684
2,-716.066,329.88300000000004,-483.959,2096.04,1447.99,-761.189,968.8969999999999
2,-2107.43,-626.235,-1074.17,-558.648,-848.845,-1390.96,-10.5168
5,-1654.69,520.266,-192.04,1415.51,342.156,-841.6510000000001,969.523
4,346.19800000000004,229.937,340.691,494.626,1172.52,580.119,620.831
0,-944.571,544.442,-228.285,-46.8371,510.625,-423.533,610.289
0,-1650.45,285.092,-380.875,-557.6080000000001,409.85900000000004,-530.198,164.25599999999997
4,-1068.72,-657.2,-773.325,-438.32599999999996,13.3373,-236.5,-98.2838
5,-1145.81,-783.9019999999999,-414.723,-423.881,103.111,-63.6262,126.714
4,-399.845,-128.254,-647.909,467.035,1541.14,-142.52,961.429
3,-710.627,-57.3929,-211.80900000000003,-477.602,599.0830000000001,-425.892,646.9730000000001
1,-2288.73,-1954.67,-1299.28,-440.92900000000003,292.47900000000004,-516.812,-145.33
0,172.132,-47.9512,-245.48,849.8919999999999,688.7130000000001,239.91,-23.561999999999998
5,392.29400000000004,-141.989,-41.8712,587.383,848.1010000000001,360.792,194.857
2,-1903.34,-269.58799999999997,-860.888,-157.11700000000002,201.15900000000002,-1077.94,111.863
3,-40.4199,89.5562,-302.22,566.3330000000001,656.987,466.45300000000003,447.14599999999996
2,424.95099999999996,181.917,280.339,690.791,895.443,595.684,69.7907
5,-448.31800000000004,827.498,-101.905,-262.791,1019.19,-578.265,1480.98
7,415.449,209.937,306.918,704.7460000000001,853.655,543.6,77.8078
2,-1810.2,-324.809,-862.049,-38.5092,-666.059,-951.2280000000001,637.31
6,-20.9072,190.59099999999998,-64.8786,507.45599999999996,543.7869999999999,366.545,422.36800000000005
0,-1012.52,-1317.97,-1652.53,-62.6878,127.04899999999999,-326.32099999999997,35.5724
0,92.162,724.296,144.268,756.302,842.691,327.916,698.512
4,-1107.43,-519.328,-295.813,-432.159,254.30200000000002,-150.922,144.55700000000002
4,511.106,250.687,320.074,642.322,1005.99,440.344,71.0479
0,-651.524,302.157,-91.3217,488.916,1012.16,-86.7548,818.525
3,-1092.17,-608.219,-547.034,-412.722,189.9,-300.84,20.4483
4,97.8745,-106.40299999999999,-352.49699999999996,972.6360000000001,886.5169999999999,347.67,-285.659
6,-556.235,613.231,146.859,-200.832,305.078,-291.66,716.944
3,-1399.25,504.195,-382.629,-217.96099999999998,565.319,-769.43,459.05400000000003
7,388.279,197.426,300.883,699.197,853.4960000000001,563.011,89.6033
5,378.596,532.383,158.366,528.368,1069.64,285.265,715.847
4,-619.936,-124.117,-310.255,101.42399999999999,275.933,190.301,199.36
2,399.44800000000004,42.9302,40.8685,330.074,1074.28,207.25599999999997,310.295
6,487.582,71.7421,402.095,699.8430000000001,1004.94,509.379,246.81599999999997
0,177.762,722.2460000000001,695.935,538.621,1451.61,225.37,774.962
7,489.413,-10.2901,217.63400000000001,530.764,862.49,479.163,252.859
3,-87.6528,48.2213,-180.355,159.366,1018.35,105.085,575.547
0,-1153.86,-1103.26,-819.245,-402.345,-128.916,268.23900000000003,-4.18288
5,419.54,-59.7551,-84.0787,661.192,747.183,278.573,-199.678
7,-1077.37,84.5227,-222.73,-222.702,327.051,-589.4580000000001,321.592
0,-720.574,-695.811,-564.746,-36.5285,14.1404,-39.7329,2.71559
5,-84.2816,391.36699999999996,-87.3714,392.535,979.637,1.66398,669.7339999999999
5,-944.7719999999999,-461.00300000000004,-648.771,-480.048,57.7282,182.968,11.9013
4,475.681,161.524,348.517,689.378,904.4830000000001,439.235,130.993
0,305.567,42.6923,226.326,415.616,1204.27,340.379,113.912
7,-190.52700000000002,615.241,391.083,971.423,1089.86,499.13300000000004,1129.53
5,-468.332,533.196,-134.61700000000002,571.0219999999999,948.52,-167.487,1746.41
6,-436.68199999999996,50.0791,-468.224,411.01800000000003,492.845,177.604,375.70300000000003
1,-110.37299999999999,-40.8757,-492.92199999999997,-219.87599999999998,1132.79,-92.5866,722.564
1,12.0191,258.853,-44.6678,1577.32,1169.61,266.025,908.207
1,488.94800000000004,169.922,401.68,556.771,919.13,448.561,277.285
2,301.258,193.81099999999998,368.746,652.77,863.064,513.012,94.84899999999999
7,347.838,-47.7698,-326.868,785.695,921.8539999999999,317.457,-123.458
1,-281.947,456.101,344.273,235.775,1009.99,414.603,298.097
1,-748.0189999999999,-742.173,-443.35,-98.8132,-133.442,-204.148,115.704
7,-537.187,-87.2775,-105.249,1328.88,1217.88,-449.86800000000005,821.71
5,-732.176,107.084,-2.22847,-314.397,716.8580000000001,-233.31900000000002,585.8580000000001
1,109.602,744.3810000000001,487.168,871.178,1371.29,470.69,487.605
5,-604.645,-835.295,-659.6189999999999,196.035,299.606,260.737,-24.0382
6,-48.7864,550.6419999999999,-38.0817,38.2969,1272.14,-134.55200000000002,1010.03
6,-1482.83,74.5679,-716.7339999999999,-569.851,737.431,-814.429,494.941
7,-1838.85,-2106.0,-1047.58,-709.143,-665.98,-366.48699999999997,152.594
3,-858.443,321.753,-211.108,996.5930000000001,574.048,-646.565,893.702
7,-180.209,499.435,69.3124,1805.61,1816.94,263.77099999999996,1348.56
4,370.458,-94.2232,-154.261,641.609,635.384,336.543,-175.813
2,-1226.51,-1426.57,-921.704,-214.49599999999998,63.9611,-51.0564,-157.76
5,-1132.33,222.041,-517.972,-643.726,503.37,-440.671,775.107
2,-1851.54,89.5502,-651.227,-149.166,-722.5060000000001,-1234.51,591.3969999999999
3,-3222.98,-1417.44,-1341.67,-494.727,-1663.81,-997.681,474.574
6,281.596,-294.797,-486.099,1720.78,1528.67,-10.8755,186.438
3,-714.592,206.08599999999998,-716.757,673.171,1305.6,-191.37,312.844
1,-1540.02,254.97299999999998,-703.2710000000001,-291.42,-1.38527,-916.143,861.702
1,-852.067,-7.080030000000001,-323.933,-157.446,512.988,-113.516,122.13600000000001
1,521.339,204.635,480.93800000000005,748.552,1156.55,551.271,212.61900000000003
0,-2772.18,-861.075,-2478.45,-401.665,-1273.83,-1065.73,19.7954
4,-457.95099999999996,369.435,-173.87900000000002,-353.843,662.916,39.7233,710.5369999999999
4,-1051.09,-589.6659999999999,-411.374,-529.591,298.61400000000003,-264.413,115.928
7,-1272.17,-1105.41,-775.687,-70.4223,-44.3579,73.0002,-23.5428
4,-1159.5,-695.034,-436.82,-319.307,71.0244,-71.2811,172.23
6,-1331.22,450.402,-608.365,-464.23900000000003,-359.608,-256.10200000000003,1143.71
4,-1019.17,-894.029,-727.8589999999999,-196.959,-164.31799999999998,-474.38599999999997,318.719
5,512.482,293.796,510.31199999999995,649.071,1105.95,595.495,128.009
2,-59.2864,79.3159,-295.693,380.809,981.1189999999999,491.13,348.965
1,-2133.28,-252.733,-1192.2,-522.035,-1843.32,-944.64,475.101
1,-943.8989999999999,-23.1648,-523.4590000000001,-365.542,602.788,-193.16400000000002,292.638
5,364.0,53.4677,105.757,443.374,800.825,176.567,97.0678
5,-75.0752,704.056,133.541,1012.62,621.587,-82.9386,591.812
6,-1505.49,881.164,-379.49699999999996,368.48,-162.876,-873.52,423.519
7,-772.802,-89.0613,-282.27,-143.637,825.559,-115.008,108.83200000000001
0,441.954,149.54,386.85,610.686,979.1439999999999,625.96,157.621
0,410.833,-9.518460000000001,96.1221,541.559,885.8939999999999,179.572,-71.4696
5,-269.051,91.766,-217.608,401.93,657.797,249.104,135.601
0,12.9085,660.695,290.872,216.799,1177.04,247.75599999999997,871.378
1,531.493,291.834,385.353,686.385,880.811,291.314,623.185
0,-2938.01,-2486.92,-1793.02,-910.508,-1018.84,-787.4680000000001,-845.743
1,-607.0219999999999,-304.82,-846.107,-207.03900000000002,303.124,141.641,-138.923
2,-81.3088,-42.8045,25.6067,515.847,809.903,0.0622302,387.167
1,-19.8742,90.59299999999999,-673.323,1346.75,1828.74,336.37199999999996,489.73699999999997
4,-1191.25,453.699,-550.222,-305.617,1192.78,-438.267,354.224
0,-894.936,159.75799999999998,-64.6446,1090.15,102.221,-446.30199999999996,890.929
5,130.05100000000002,209.956,285.933,395.973,828.709,261.31,113.06700000000001
3,515.246,53.1607,24.9462,538.637,819.456,278.865,-108.86399999999999
2,-1111.4,-1601.87,-854.7560000000001,-55.1114,134.145,78.5002,-163.67600000000002
0,363.277,193.668,271.10200000000003,637.045,914.7669999999999,588.049,66.9722
2,-1536.37,-717.706,-1009.7,-131.013,-368.61,-585.186,475.647
6,409.889,-84.9112,157.46,438.269,681.757,319.078,63.8998
6,-570.821,789.8439999999999,32.8821,-278.411,1066.16,-244.458,967.971
3,411.72900000000004,-187.49599999999998,-231.896,358.773,750.069,201.808,242.68400000000003
7,-2380.26,-2441.77,-2709.6,-514.548,-233.169,-575.783,-306.533
2,341.921,-23.0975,-47.6043,409.03,885.6210000000001,214.078,243.87900000000002
0,401.92900000000003,163.968,231.047,697.563,826.317,476.49699999999996,61.9421
1,-1094.96,-802.74,-668.462,-166.6,-169.513,-219.195,0.6807989999999999
0,503.86400000000003,109.161,365.735,575.965,1079.32,431.51099999999997,38.3285
4,26.9546,11.7993,-178.62900000000002,667.178,705.587,235.435,347.645
6,-2072.82,-1632.13,-2523.44,-151.516,96.0406,-407.245,-508.30800000000005
2,-534.841,327.278,89.5228,1075.72,1720.88,130.167,951.555
5,-1126.38,-159.067,-455.24,-144.59,72.6566,-415.902,501.55300000000005
3,386.494,160.493,443.28,655.252,1051.73,493.36699999999996,186.88099999999997
7,-1048.18,-840.638,-693.41,1807.4,429.798,-789.825,694.926
6,-905.6419999999999,-422.587,-533.832,-149.584,-171.206,-195.93400000000003,179.74400000000003
1,436.42199999999997,131.127,312.057,767.132,893.775,306.85200000000003,224.60299999999998
5,-908.278,-1360.1,-2264.53,1538.21,373.98199999999997,-498.399,24.7075
1,147.57,223.137,624.6759999999999,377.975,1065.05,457.593,336.087
2,-2584.36,-1919.78,-2402.34,-588.786,191.813,-636.11,-314.873
6,-603.002,579.361,-144.515,63.3809,890.3910000000001,-339.236,814.972
5,332.461,213.493,290.145,696.7810000000001,719.075,428.164,213.683
6,-165.11700000000002,969.9839999999999,652.947,1326.26,1259.78,540.646,1213.85
6,-681.383,-1783.79,-867.505,-385.889,391.944,189.993,-266.666
6,-148.684,255.622,191.66299999999998,169.235,777.9119999999999,-67.9808,231.493
1,447.532,508.704,129.607,1921.83,1221.44,426.048,802.4789999999999
0,375.642,266.899,341.999,627.753,927.065,544.288,70.9415
5,-242.865,440.464,-8.15006,75.2449,1009.57,16.7195,250.61599999999999
3,-885.084,-700.552,-776.066,-302.416,-219.824,-116.956,-155.016
2,-703.845,-46.4996,-565.825,11.8468,322.585,-121.73299999999999,55.6704
7,-865.2819999999999,399.719,-489.286,-83.5483,611.512,-185.706,504.81
7,-2021.5,-813.937,-2360.27,-127.99700000000001,-704.513,-912.806,-170.833
2,403.339,174.61700000000002,270.117,668.954,916.586,569.374,122.88
5,-1602.97,-1801.82,-1260.02,-455.05800000000005,-54.3825,-216.755,-556.1619999999999
6,437.301,160.7,298.697,659.461,928.674,556.653,81.4704
4,-1102.57,-685.107,-673.5139999999999,-430.95099999999996,-124.54299999999999,-235.352,-14.6138
5,-1450.9,111.014,-524.6469999999999,1428.8,-375.204,-789.757,800.8539999999999
0,-1367.85,57.9944,-344.75199999999995,-337.098,23.7919,-826.605,690.928
4,529.26,216.79,259.16700000000003,260.4,1047.86,-48.2216,399.667
6,-226.641,88.691,-100.84100000000001,155.806,846.0139999999999,-224.979,145.878
5,275.303,208.80700000000002,376.626,215.731,740.185,262.944,623.357
3,-3334.52,-3153.21,-2963.05,-647.63,-337.884,-779.044,-916.927
5,-161.25,816.4110000000001,74.933,1000.95,1305.37,-35.7322,1164.45
7,257.256,194.648,129.83100000000002,1563.88,2032.85,372.602,653.192
6,-965.153,-1652.22,-1675.24,-209.24900000000002,79.1423,-279.186,-367.333
3,-894.9760000000001,-9.87998,-127.06,-207.90900000000002,320.805,-157.472,338.161
7,-215.858,124.475,285.868,114.035,1116.07,446.829,213.575
6,-1078.04,-771.878,-632.134,-460.50300000000004,64.6786,-244.15200000000002,-0.054682600000000005
5,-732.363,935.183,-396.461,-35.7436,667.828,-61.9722,549.965
4,-159.19,922.334,497.647,1196.73,1204.5,437.043,1013.87
2,255.298,469.036,-88.1624,2612.85,1553.07,-257.38599999999997,1165.18
6,318.31,149.453,263.949,589.587,842.43,556.0319999999999,240.423
1,-1665.06,164.292,-480.05699999999996,-510.04400000000004,-342.17400000000004,-863.508,741.571
3,170.61700000000002,-15.0149,-276.086,744.78,836.028,467.74800000000005,-111.09700000000001
0,-355.721,46.7325,-304.209,389.083,643.312,236.775,203.68900000000002
3,-385.755,946.4760000000001,671.6569999999999,1126.91,938.127,438.834,1382.25
5,-1512.91,415.121,-27.8535,-74.3188,541.6469999999999,-1020.63,554.891
3,-3472.77,-2849.02,-2871.05,-775.2739999999999,-519.266,-1072.45,-883.65
7,-3143.97,-2680.65,-2643.01,-525.077,-970.452,-974.048,-969.1569999999999
6,-1053.07,-557.012,-705.668,220.229,-89.5668,246.81599999999997,23.4992
1,-446.575,464.407,0.711014,1113.25,1483.29,220.717,826.265
5,-1398.1,309.675,-477.91900000000004,-695.275,371.735,-568.007,873.079
0,-1011.48,267.617,-358.68699999999995,533.315,1238.42,-842.923,1306.27
7,-3471.36,-2906.58,-3026.27,-534.696,-309.772,-919.163,-1255.96
4,409.477,158.667,412.255,635.742,975.957,586.503,270.654
4,-821.5830000000001,584.165,-278.121,1429.29,672.488,-375.38,1079.57
0,-1416.06,449.353,-374.598,-660.084,705.798,-666.074,878.237
7,465.75,357.68800000000005,393.205,688.5169999999999,1119.53,334.69599999999997,110.338
6,-788.163,804.368,65.5108,167.93099999999998,815.453,-124.973,813.692
7,-1775.92,-1818.15,-1076.8,-828.1569999999999,23.439,201.94,-248.188
2,-2337.63,-2930.27,-1421.29,-398.528,-470.13300000000004,-310.869,-882.336
0,368.629,200.477,299.626,692.2510000000001,782.938,528.279,72.3871
1,-271.423,38.9098,-206.92700000000002,-68.3785,808.22,109.292,331.98699999999997
6,242.86599999999999,-28.4593,-228.308,807.678,797.2739999999999,154.313,189.929
1,-1307.93,214.373,-171.142,-596.743,766.908,-473.009,362.251
3,-942.128,-981.7389999999999,-809.372,-85.7882,15.1393,90.3984,-174.167
2,366.277,88.7087,138.246,602.433,828.133,255.43200000000002,157.099
5,-1168.68,-688.779,-503.79900000000004,-585.4119999999999,150.707,-248.956,84.12299999999999
5,-1255.47,105.441,-902.3989999999999,-587.028,329.718,-448.47900000000004,586.049
2,-50.9278,257.637,289.97900000000004,160.406,1097.31,527.744,274.9
6,425.11699999999996,200.359,296.7,672.813,885.472,524.0509999999999,70.2223
1,-1057.64,484.35699999999997,-121.367,43.5487,1003.12,-549.328,824.191
1,-2114.68,-1466.44,-3000.27,-573.117,-471.161,-973.262,-719.383
0,-1391.09,-21.8578,-496.973,-639.136,201.354,-335.583,896.2869999999999
4,262.927,20.1671,-177.513,535.461,883.5310000000001,346.963,-177.12400000000002
5,-1061.7,-354.915,-372.204,-271.059,173.167,-93.6581,140.846
1,-259.033,-58.5279,-97.8018,186.666,591.0419999999999,162.86700000000002,105.3
5,445.991,156.53,309.17900000000003,641.247,1027.03,455.608,170.555
3,-3157.51,-3133.8,-2796.4,-411.126,-383.691,-895.553,-1197.42
3,-948.688,103.73200000000001,-427.001,494.849,1351.16,-641.235,1005.28
1,135.437,130.055,80.6359,396.903,883.768,468.384,584.844
1,494.80699999999996,245.609,405.851,698.439,939.237,493.287,131.404
3,-1136.24,568.6030000000001,-362.162,-575.3430000000001,364.06800000000004,-513.703,931.445
5,-1234.37,623.0169999999999,-176.726,-77.7044,842.164,-408.494,1097.23
2,-295.77,225.551,-500.727,136.066,794.591,461.73,753.668
6,-2076.85,-56.7226,-557.911,503.49800000000005,-1349.63,-1094.99,1008.41
2,-2034.82,-539.944,-775.064,1448.11,-1925.28,-1431.76,918.112
2,-189.081,-144.592,28.3374,292.45599999999996,820.095,266.01,317.48400000000004
2,-1561.16,-2191.62,-2174.8,9.79335,-42.8476,-488.1,88.0454
0,-751.596,329.17,0.9820450000000001,1196.59,821.085,-558.563,995.595
4,430.93699999999995,225.42,381.461,805.2860000000001,1105.69,220.403,59.9726
6,-935.638,-912.322,-372.605,-393.82599999999996,230.46900000000002,-150.64,308.79400000000004
6,365.855,182.15200000000002,294.03,686.597,831.204,530.469,176.833
7,-37.5494,716.8889999999999,427.311,717.372,1110.97,432.94,412.24800000000005
0,-557.302,639.122,15.5049,-186.859,978.179,-104.34299999999999,723.809
6,6.72698,314.705,220.41,1640.11,1571.41,327.941,980.422
6,-194.33,135.975,-274.9,-108.07600000000001,707.315,-147.18,396.67199999999997
6,-446.901,-360.60699999999997,-566.605,-17.7554,348.389,217.795,56.9251
2,-816.5110000000001,-51.7713,-225.737,-177.644,155.268,151.703,72.3966
5,-2451.27,-3050.43,-1597.65,-508.452,-590.275,-945.8789999999999,-940.773
7,381.18199999999996,477.81300000000005,40.2388,2411.83,2179.49,368.577,1049.56
0,-68.8058,443.675,-691.686,1492.86,1506.46,-606.311,1115.21
0,-223.796,805.633,498.431,1306.76,1050.93,313.824,944.1510000000001
7,-2153.81,-214.56900000000002,-584.943,297.496,-447.349,-1161.85,949.438
6,-2190.58,-973.307,-2304.23,-121.67299999999999,162.968,-838.302,-119.765
3,-878.924,-436.006,-526.116,-417.091,8.878039999999999,-259.928,-98.3496
2,-484.87300000000005,769.487,485.876,674.841,1204.18,34.1475,1054.06
4,-189.173,888.5210000000001,253.31400000000002,381.098,1269.62,228.16,1078.23
3,-1854.92,198.27,-872.043,-993.818,-468.546,-786.548,313.91700000000003
7,-1768.29,-1550.98,-1102.34,-597.096,8.603069999999999,-321.683,-442.358
4,-549.118,499.999,-234.054,-676.942,812.212,-376.816,784.8960000000001
6,379.19699999999995,-57.9862,17.9087,530.327,730.078,199.805,-116.40799999999999
6,836.248,535.67,176.824,1835.52,1235.64,491.82,500.27
4,482.439,235.375,288.27,699.1030000000001,940.826,552.915,98.5764
6,605.8969999999999,592.163,273.934,2855.08,2141.52,600.453,1163.63
1,264.209,-437.897,-268.936,1556.86,849.331,239.75099999999998,511.796
7,-1164.87,-349.406,-371.30800000000005,-468.05,128.81799999999998,-102.314,114.005
6,132.53,20.7338,140.058,603.434,647.497,442.213,510.58
3,-1936.55,51.5165,-423.764,1733.81,-1201.37,-1482.97,1061.25
6,-1069.7,546.18,-281.034,-348.126,798.837,-580.36,856.595
2,-906.6419999999999,-398.535,-353.39,-332.72,211.356,-140.64,149.109
4,-527.48,591.7130000000001,-39.7786,2249.03,740.826,-490.241,812.012
7,-2065.23,42.8308,-835.7810000000001,1948.13,-1669.28,-1591.52,886.926
5,-953.7819999999999,-333.314,-600.071,-994.433,146.559,-177.18,214.571
1,-1046.91,-1197.38,-1828.23,918.794,319.35,-514.305,420.337
6,-112.333,219.257,-426.24699999999996,-24.6847,893.5010000000001,386.963,768.503
5,406.356,195.297,440.95099999999996,698.89,901.816,478.32199999999995,152.329
6,-224.48,536.013,-222.324,315.79400000000004,622.988,160.7,186.34900000000002
0,-959.357,779.137,173.046,1106.13,727.299,-717.755,1381.5
1,447.477,149.114,246.912,746.068,870.925,457.564,107.345
1,-1132.78,-648.433,-538.558,-890.051,266.279,-559.634,493.39099999999996
7,-1892.3,51.5282,-816.033,283.126,-1319.13,-999.547,1024.9
1,251.854,34.3171,-55.1985,383.217,696.966,416.028,254.213
1,372.80699999999996,-78.2122,203.919,524.7909999999999,903.7460000000001,451.006,300.157
3,230.485,-113.64,-315.086,863.1260000000001,825.7819999999999,193.145,-287.853
6,346.99,74.8728,309.572,670.313,946.623,446.2,143.501
2,-1262.36,209.988,-287.498,-361.358,633.312,-622.3969999999999,526.883
3,-758.301,766.79,162.601,908.547,768.742,-643.557,645.692
6,-2147.83,-122.311,-867.0260000000001,-609.535,-1211.82,-1031.95,513.323
2,-3684.02,-2684.42,-2854.63,-709.048,-753.732,-1096.34,-963.535
5,-4278.72,-2412.93,-2871.12,-226.77200000000002,-1679.58,-946.93,-429.559
2,-1307.64,-46.081,-427.704,-567.138,665.808,-619.903,363.436
1,-2739.07,-2088.48,-1456.32,-862.177,-846.422,-632.063,-405.214
0,322.079,292.61400000000003,11.9313,655.097,993.049,207.878,118.75399999999999
1,178.34,578.492,301.828,2613.62,1333.03,-54.1994,740.802
7,464.805,118.336,323.20099999999996,662.846,1031.8,531.695,135.10399999999998
1,-1499.33,-1937.02,-1179.56,-401.66900000000004,-362.566,-5.45683,-22.5889
2,500.874,-207.24900000000002,-145.731,1200.58,956.32,371.13199999999995,68.8071
4,-1436.75,379.069,-375.836,-225.88299999999998,245.96599999999998,-825.4,539.9069999999999
7,-1098.62,-364.42800000000005,-664.427,-575.962,312.029,-218.17,99.2328
1,-4240.07,-2595.45,-2914.17,-819.4960000000001,-1966.02,-1279.87,-868.443
1,-633.205,573.011,445.94,454.333,1081.49,550.698,490.361
3,-1220.38,493.17900000000003,-174.352,-551.126,635.707,-273.801,853.9069999999999
2,-443.695,264.782,-18.2932,-355.32199999999995,1040.04,129.958,562.566
3,314.803,-27.391,-78.9209,745.352,962.765,350.204,-57.2752
3,118.598,391.49800000000005,-158.869,2517.9,1591.15,-259.625,1415.89
5,415.769,349.902,426.667,473.219,1175.23,447.147,548.815
1,-2117.79,-207.618,-699.556,255.43,-1392.97,-1267.59,839.206
4,498.596,253.396,353.25199999999995,711.3560000000001,892.3330000000001,499.86199999999997,118.495
4,-165.34400000000002,186.882,460.996,390.305,1107.93,576.323,109.03200000000001
0,-1095.25,-668.0160000000001,-585.589,-744.3560000000001,143.987,-237.222,84.035
4,-1396.0,-1031.63,-568.663,-728.3639999999999,85.6459,-425.529,339.934
1,-495.001,-187.856,-201.407,-118.15700000000001,711.668,-184.882,211.05700000000002
2,-928.564,-281.653,-122.682,-368.848,296.661,-76.4384,255.357
4,138.957,-120.145,357.205,489.529,950.9939999999999,444.224,172.313
1,-435.23,255.52700000000002,-208.05200000000002,976.578,1481.14,433.452,787.688
1,-1714.37,-1599.18,-2429.81,-130.80200000000002,76.9217,-402.975,-377.832
6,357.996,199.842,347.273,632.489,854.102,355.296,209.28599999999997
4,352.19699999999995,20.4188,344.85699999999997,653.682,731.15,487.68,210.857
1,-692.005,703.475,-168.84799999999998,44.9535,627.715,50.9041,366.611
4,-207.55900000000003,719.9860000000001,25.9699,487.60699999999997,850.961,230.183,686.08
2,-985.117,-812.607,-597.1569999999999,-369.13800000000003,120.948,-176.697,146.67700000000002
3,-938.382,32.8925,-475.664,-524.25,268.56,-219.329,223.855
1,-1251.47,-467.35699999999997,-621.616,-600.602,46.9288,-485.06,213.11900000000003
4,-89.3043,190.183,276.97700000000003,274.007,1029.72,441.662,72.4974
2,-3531.05,-2640.8,-2809.25,-871.07,-898.3989999999999,-1172.94,-983.055
4,67.0856,706.7180000000001,343.751,570.913,1175.16,498.124,525.874
1,347.12800000000004,59.0829,303.225,424.755,991.975,294.849,234.477
1,354.434,170.467,399.265,630.849,885.31,616.531,133.407
1,-241.18200000000002,91.2806,225.21400000000003,-36.4736,1136.53,108.146,496.05800000000005
5,-1395.73,-525.257,-319.345,-600.92,-20.7671,-399.344,144.032
0,-840.314,519.015,-12.5812,1172.79,1379.76,-588.033,1199.12
0,-1202.47,-663.959,-717.97,-381.11199999999997,-14.0607,-320.546,29.6373
1,-31.7894,-92.8711,103.992,414.356,905.0319999999999,638.129,191.43599999999998
5,162.458,-3.27487,-83.0644,848.8639999999999,991.822,407.385,161.49
5,-218.71599999999998,23.3375,79.0309,81.9297,955.288,369.31199999999995,275.275
7,-961.461,399.24,-168.739,867.248,178.304,-763.0360000000001,912.2710000000001
7,-1039.92,309.64799999999997,-126.71600000000001,96.5883,384.961,-807.3,792.4739999999999
3,-611.547,-976.1060000000001,-1290.21,480.63800000000003,803.4730000000001,-250.05599999999998,209.178
4,-824.6439999999999,77.1874,-465.24300000000005,2569.41,-54.0123,-713.717,1232.63
3,256.911,-69.1258,50.5956,669.5939999999999,625.6619999999999,128.692,94.3213
1,288.582,41.2106,3.2771199999999996,408.098,920.779,-71.7338,257.306
2,-2782.57,-3080.26,-2690.63,-733.2860000000001,-365.08,-648.057,-955.582
6,-505.16900000000004,441.962,-21.3852,94.2996,1064.92,-519.9680000000001,374.458
6,-914.2760000000001,-675.331,-757.447,-515.746,-81.7312,-68.2807,-15.9542
5,-2524.04,-543.22,-1332.17,-131.901,-1470.56,-1451.27,510.32300000000004
3,-1760.95,-1702.86,-1994.16,-352.455,110.49,-604.634,-438.602
4,-1100.18,-1109.96,-666.8330000000001,-123.24600000000001,-47.9579,-315.14599999999996,311.752
